ID,Coding_Frame_ID,Index_Number,Coding_Set_ID,Argument_Type,Microrole_IDs
6746080809-2,6746080809,2,6441825992,P,namee;giving-recipient;stolen-thing;taking-source;showing-addressee
6746080809-3,6746080809,3,6468514505,X,name;gift;stealing-source;taken-thing;shown-thing
6753449817-1,6753449817,1,6441812133,A,breaker;killer;cutter;grinder;coverer;beater
6753449817-2,6753449817,2,6441825992,P,broken-thing;killee;cut-thing;ground-thing;covered-thing;beatee
6753449817-3,6753449817,3,10440929669,I,breaking-instrument;killing-instrument;cutting-instrument;grinding-instrument;cover;beating-instrument
6753521162-1,6753521162,1,6442299787,S,dieer;player;laugher;rolling-entity;sunken-entity;burnt-thing;dry-thing;boiled-thing;fallee;sitter;sitdowner;singer;sick-person;jumper;pain-feeler;cougher;hungry-person;appearer;blinker;sad-person
6772290327-1,6772290327,1,6441812133,A,putter;pourer;filler;tier;loader
6772290327-2,6772290327,2,6441825992,P,put-thing;poured-substance;filling-material;tied-thing;loaded-thing
6772290327-3,6772290327,3,13121740592,X,putting-goal;pouring-goal;filled-container;tying-goal;loading-place
6772313995-1,6772313995,1,6441812133,A,tier
6772313995-2,6772313995,2,6441825992,P,tied-thing
6772313995-3,6772313995,3,10440929669,I,tying-instrument
6772313995-4,6772313995,4,6519877497,X,tying-goal
6778441411-1,6778441411,1,6406965397,A,tier
6778441411-2,6778441411,2,6406973644,P,tied-thing
6778441411-3,6778441411,3,7114868841,X,tying-goal
6778441411-4,6778441411,4,6406975137,I,tying-instrument
6780090770-1,6780090770,1,6406965397,A,pourer;putter;thrower;carrier;loader
6780090770-2,6780090770,2,6406973644,P,poured-substance;put-thing;thrown-thing;carried-thing;loaded-thing
6780090770-3,6780090770,3,7114901578,L,pouring-goal;putting-goal;throwing-goal;carrying-goal;loading-place
6812858072-1,6812858072,1,6406965397,A,bringer;sender;giver;shower
6812858072-2,6812858072,2,6406973644,P,brought-thing;sent-thing;gift;shown-thing
6812858072-3,6812858072,3,6900880654,X,bringing-recipient;sending-recipient;giving-recipient;showing-addressee
6812861910-1,6812861910,1,6406965397,A,taker;stealer;asker
6812861910-2,6812861910,2,6406973644,P,taken-thing;stolen-thing;requested-thing
6812861910-3,6812861910,3,7115089242,X,taking-source;stealing-source;askee
6812888901-1,6812888901,1,6406965397,A,cooker;knower;rememberer;seeer;searcher;meeter;hugger;smeller;hearer;grinder;fearer
6812888901-2,6812888901,2,6406973644,P,cooked-food;known-thing-or-person;remembered-thing;seen-entity;searched-for-thing;met-person;huggee;smelled-entity;heard-sound;ground-thing;fear-stimulus
6813334717-1,6813334717,1,6406965397,S,toucher
6813334717-2,6813334717,2,6984461760,X,touchee
6813334717-3,6813334717,3,6406975137,I,touching-instrument
6813848905-1,6813848905,1,6995275355,A,carrier;follower;killer;cutter;tearer;climber;grinder;wiper;eater;hugger;looker;seeer;smeller;fearer;frightener;liker;knower;searcher;washer;meeter;beater;hitter;thrower;pusher;stealer;hearer;cooker;receiver;wanter;breaker;helper;shaver-of-body-part;talker;hider;leaver;bringer;digger;peeler
6813848905-2,6813848905,2,6995275355,P,carried-thing;followee;killee;cut-thing;torn-thing;climbing-goal;ground-thing;wiped-material;eaten-food;huggee;looked-at-entity;seen-entity;smelled-entity;fear-stimulus;frightenee;liked-entity;known-thing-or-person;searched-for-thing;washed-entity;met-person;beatee;hittee;thrown-thing;pushee;stolen-thing;heard-sound;cooked-food;received-thing;wanted-thing;broken-thing;helpee;shaved-body-part;talked-to-person;hidden-thing;left-place-or-person;brought-thing;peeled-object;dug-hole-or-ground
6813911949-1,6813911949,1,6406965397,A,builder
6813911949-2,6813911949,2,6406973644,P,built-thing
6813911949-3,6813911949,3,7115673373,X,building-material
6813951050-1,6813951050,1,6406965397,S,teller;talker;sayer
6813951050-2,6813951050,2,6900880654,X,tellee;talked-to-person;saying-addressee
6813951050-3,6813951050,3,7115704093,X,told-content;talked-about-content;said-content
6813959416-1,6813959416,1,6406965397,S,shouter;looker;hunter;climber
6813959416-2,6813959416,2,7114852898,X,shoutee;looked-at-entity;hunted-thing;climbing-goal
6813992101-1,6813992101,1,6406965397,S,liked-entity;helper
6813992101-2,6813992101,2,6900880654,X,liker;helpee
6813995678-1,6813995678,1,6406965397,S,follower
6813995678-2,6813995678,2,7116070712,X,followee
6814010603-1,6814010603,1,6406965397,A,dresser
6814010603-2,6814010603,2,6406973644,P,dressee
6814010603-3,6814010603,3,7116092033,X,clothes
6814012850-1,6814012850,1,6406965397,S,blinker;cougher;singer;dieer;freezing-person;hungry-person;burnt-thing;laugher;rolling-entity;screamer;sunken-entity;boiled-thing;sad-person;drowned-thing-or-person
6814020142-1,6814020142,1,6406965397,S,sitdowner;sitter;runner;jumper;liver;fallee;goer;appearer;coming-person-or-thing
6814020142-2,6814020142,2,7114901578,L,sitting-down-place;sitting-place;living-place;going-goal;jump-location;running-place;fall-goal;appear-location;come-source
6814044817-1,6814044817,1,6406965397,S,leaver
6814044817-2,6814044817,2,10441584244,X,left-place-or-person
6814056290-1,6814056290,1,6406965397,S,pain-locus
6814056290-2,6814056290,2,7115089242,X,pain-feeler
6814266730-1,6814266730,1,6406965397,S,player
6814266730-2,6814266730,2,7116186264,I,musical-instrument
6814270929-1,6814270929,1,6406965397,S,player
6814270929-2,6814270929,2,7116092033,X,game
6814574334-1,6814574334,1,6406965397,S,thinker
6814574334-2,6814574334,2,7116162503,X,thought-content
6820484926-1,6820484926,1,6406965397,A,pusher
6820484926-2,6820484926,2,6406973644,P,pushee
6820484926-3,6820484926,3,7114901578,L,pushing-goal
6820489264-1,6820489264,1,6406965397,A,teacher
6820489264-2,6820489264,2,6406973644,P,teachee
6820489264-3,6820489264,3,6900880654,X,taught-content
6865448042-1,6865448042,1,6865132880,S,eater;cougher;runner;jumper;laugher;dieer;player;rolling-entity;dry-thing;rain;boiled-thing;appearer;crier;fallee;wiper;thinker;burnt-thing;smeller;screamer;pain-locus;freezing-person;hungry-person;washer;name;sad-person;sick-person;dress-or-clothing;specialist-or-hunter
6865705177-1,6865705177,1,6865132880,S,fearer;blinker
6865705177-2,6865705177,2,6865718864,X,fear-stimulus;winked-at-person
6865723890-1,6865723890,1,6865132880,A,frightener;thinker;knower;searcher;washer;helper;follower;meeter;tearer;peeler;loader;blinker;singer;wiper;digger;cooker;wanter;breaker;fearer;looker;hugger;seeer;smeller;hearer;dresser;shaver-of-body-part;shouter;player;runner;eater;thrower;stealer;caller;learner;hunger-causer-tr;sickness-causer-tr;drier-tr;appear-causer-tr;feller;marrying-person;run-causer-tr;burner-tr;sink-causer-tr;boiler-tr;hurter;laugher-tr;crying-person;name-carrier;coughing-person;jumping-person;liked-entity;pusher
6865723890-2,6865723890,2,6865729264,P,frightenee;thought-content;known-thing-or-person;searched-for-thing;washed-entity;helpee;followee;met-person;peeled-object;loaded-thing;wiping-surface;dug-up-thing;cooked-food;wanted-thing;broken-thing;fear-stimulus;looked-at-entity;huggee;seen-entity;smelled-entity;heard-sound;shaved-body-part;shoutee;clothes;eaten-food;thrown-thing;stolen-thing;winked-at-person;song;called-to-or-for-person;game;learned-thing;peel;met-obstacle-or-thing;hungry-person-tr;sick-person-tr;dry-thing-tr;appearer-tr;fellee;married-person;runner-tr;run-distance;burnt-thing-tr;sunken-entity-tr;boiled-thing-tr;hurt-locus;laughed-about-thing-tr;cryed-about-thing;name-intr;coughed-at-entity;jumped-over-entity;torn-thing;washing-instrument;liker;pushee
6865841860-1,6865841860,1,6865132880,A,teller;asker;taker;hider;shower;teacher;receiver;sayer;stealer
6865841860-2,6865841860,2,6865729264,P,told-content;requested-thing;taken-thing;hidden-thing;shown-thing;teachee;received-thing;said-content;stolen-thing
6865841860-3,6865841860,3,6865718864,X,tellee;askee;taking-source;hiding-affectee;showing-addressee;taught-content;receiving-source;saying-addressee;stealing-source
6865866932-1,6865866932,1,6865132880,S,talker
6865866932-2,6865866932,2,6865877655,I,talked-to-person
6865866932-3,6865866932,3,6865878559,X,talked-about-content
6866002191-1,6866002191,1,6865132880,A,maker;builder;breaker;killer;beater;hitter;toucher;cutter;coverer;filler;grinder
6866002191-2,6866002191,2,6865729264,P,made-thing;built-thing;broken-thing;killee;beatee;hittee;touchee;cut-thing;covered-thing;filled-container;ground-thing
6866002191-3,6866002191,3,6865877655,I,making-material;breaking-instrument;killing-instrument;beating-instrument;hitting-instrument;touching-instrument;cutting-instrument;cover;filling-material;grinding-instrument;building-material
6866098435-1,6866098435,1,6865132880,A,putter;carrier;thrower;pourer;filler;loader;pusher;giver;sender;bringer;seater;roller-tr;climb-maker;chaser
6866098435-2,6866098435,2,6865729264,P,put-thing;carried-thing;thrown-thing;poured-substance;filling-material;loaded-thing;pushee;gift;sent-thing;brought-thing;seatee;rolling-thing-tr;make-climbing-entity;chasee
6866098435-3,6866098435,3,6866104025,L,putting-goal;carrying-goal;throwing-goal;pouring-goal;filled-container;loading-place;pushing-goal;giving-recipient;sending-recipient;bringing-recipient;seating-place;rolling-location-tr;make-climbing-goal;chasing-location
6866132788-1,6866132788,1,6865132880,A,tier
6866132788-2,6866132788,2,6865729264,P,tied-thing
6866132788-3,6866132788,3,6865718864,X,tying-goal
6866132788-4,6866132788,4,6865877655,I,tying-instrument
6866278769-1,6866278769,1,6865132880,S,climber;goer;leaver;liver;coming-person-or-thing;sitter;sitdowner
6866278769-2,6866278769,2,6866104025,L,climbing-goal;going-goal;left-place-or-person;living-place;come-goal;sitting-place;sitting-down-place
6883604136-1,6883604136,1,6442299787,S,climber;runner;goer
6883604136-2,6883604136,2,6451206919,X,climbing-goal;going-goal;run-goal
7081256030-1,7081256030,1,7081261397,X,seeer
7081256030-2,7081256030,2,7080879189,S,seen-entity
7081333520-1,7081333520,1,7080879189,S,
7081333520-2,7081333520,2,7081337082,X,
7081416451-1,7081416451,1,7080879189,S,meeter
7081416451-2,7081416451,2,7081261397,X,met-person
7115580522-1,7115580522,1,6406965397,A,wiper
7115580522-2,7115580522,2,6406973644,P,wiped-material
7115580522-3,7115580522,3,7115593432,X,wiping-surface
7194938619-1,7194938619,1,7201545353,S,shouter;looker
7194938619-2,7194938619,2,7202155949,X,shoutee;looked-at-entity
7201409055-1,7201409055,1,7201545353,A,putter;tearer;pourer;wiper;carrier;thrower;loader;pusher
7201409055-2,7201409055,2,7201552173,P,put-thing;torn-thing;poured-substance;wiped-material;carried-thing;thrown-thing;loaded-thing;pushee
7201409055-3,7201409055,3,12325669690,L,putting-goal;tearing-source;pouring-goal;wiping-surface;carrying-goal;throwing-goal;loading-place;pushing-goal
7201430694-1,7201430694,1,7201545353,S,liver;rolling-entity;sitter;fallee;pain-feeler;appearer;goer;climber
7201430694-2,7201430694,2,12325669690,L,living-place;sitting-place;pain-locus;appear-location;fall-goal;rolling-location;going-goal;climbing-goal
7202210233-1,7202210233,1,7201545353,A,tier
7202210233-2,7202210233,2,7201552173,P,tied-thing
7202210233-3,7202210233,3,12325669690,L,tying-goal
7202210233-4,7202210233,4,7195639628,I,tying-instrument
7374704735-1,7374704735,1,3721243445,A,giver
7374704735-2,7374704735,2,3721244147,P,giving-recipient
7374704735-3,7374704735,3,3721244147,P,gift
7385102321-1,7385102321,1,3797857495,A,coverer;cutter;filler;grinder;hitter;killer
7385102321-2,7385102321,2,3797934175,I,cover;cutting-instrument;filling-material;grinding-instrument;hitting-instrument;killing-instrument
7385102321-3,7385102321,3,3797857495,P,covered-thing;cut-thing;filled-container;ground-thing;hittee;killee
7385229679-1,7385229679,1,3797857495,A,giver;teller;teacher;namer
7385229679-2,7385229679,2,3797857495,P,giving-recipient;tellee;teachee;namee
7385229679-3,7385229679,3,3797857495,P,gift;told-content;taught-content;name
7385240592-1,7385240592,1,3797857495,A,
7385240592-2,7385240592,2,3797857495,P,
7385353329-1,7385353329,1,3797857495,S,liver;sitter
7385353329-2,7385353329,2,3850605163,L,living-place;sitting-place
7385418983-1,7385418983,1,3797857495,A,meeter;loader
7385418983-2,7385418983,2,11124251564,X,loading-place;meet-location
7385418983-3,7385418983,3,3797857495,P,met-person;loaded-thing
7385502652-1,7385502652,1,3797857495,S,putter;tier
7385502652-2,7385502652,2,3798033189,X,put-thing;tied-thing
7385502652-3,7385502652,3,3901681479,X,putting-goal;tying-goal
7385529946-1,7385529946,1,3797857495,A,receiver;taker
7385529946-2,7385529946,2,3892672395,X,receiving-source;taking-source
7385529946-3,7385529946,3,3797857495,P,received-thing;taken-thing
7385806511-1,7385806511,1,3797857495,A,
7385806511-2,7385806511,2,3850620585,X,
7385806511-3,7385806511,3,3797857495,P,
7385839005-1,7385839005,1,3797857495,A,sender;bringer
7385839005-2,7385839005,2,3901671931,X,sending-recipient;bringing-recipient
7385839005-3,7385839005,3,3797857495,P,sent-thing;brought-thing
7385895035-1,7385895035,1,3797857495,A,shower;pourer;asker
7385895035-2,7385895035,2,3892641616,X,showing-addressee;pouring-goal;askee
7385895035-3,7385895035,3,3797857495,P,shown-thing;poured-substance;requested-thing
7411046836-1,7411046836,1,9285578960,A,tearer;eater;hugger;looker;seeer;smeller;fearer;frightener;liker;knower;thinker;searcher;washer;shaver-of-body-part;helper;follower;meeter;receiver;talker;shouter;builder;peeler;hider;carrier;climber;player;wiper;digger;pusher;hearer;cooker;maker;filler;burner-tr;drier-tr;dropper;sink-causer-tr;boiler-tr;roller-tr;singer;laugher-tr;blinker
7411046836-2,7411046836,2,3797520096,P,torn-thing;eaten-food;huggee;looked-at-entity;seen-entity;smelled-entity;fear-stimulus;frightenee;liked-entity;known-thing-or-person;thought-content;searched-for-thing;washed-entity;shaved-body-part;helpee;followee;met-person;received-thing;talked-about-content;shoutee;built-thing;peeled-object;hidden-thing;carried-thing;climbing-goal;wiped-material;dug-up-thing;pushee;heard-sound;cooked-food;made-thing;filled-container;burnt-thing-tr;dry-thing-tr;dropped-thing;toy;sunken-entity-tr;boiled-thing-tr;rolling-thing-tr;song;laughed-about-thing-tr;eye
7411097016-1,7411097016,1,3902121070,S,fearer
7411181386-1,7411181386,1,9285578960,A,dresser;teller;namer;bringer;shower;giver;sender;teacher;asker;sayer;carrier;stealer
7411181386-2,7411181386,2,3797534174,X,clothes;told-content;name;brought-thing;shown-thing;gift;sent-thing;taught-content;requested-thing;said-content;carried-thing;stolen-thing
7411181386-3,7411181386,3,3797520096,P,dressee;tellee;namee;bringing-recipient;showing-addressee;giving-recipient;sending-recipient;teachee;askee;saying-addressee;carrying-goal;stealing-source
7436238819-1,7436238819,1,9285578960,A,breaker;killer;beater;hitter;toucher;cutter;thrower;filler;coverer;grinder;pourer
7436238819-2,7436238819,2,3797520096,P,broken-thing;killee;beatee;hittee;touchee;cut-thing;throwing-goal;filled-container;covered-thing;ground-thing;pouring-goal
7436238819-3,7436238819,3,3797565301,I,breaking-instrument;killing-instrument;beating-instrument;hitting-instrument;touching-instrument;cutting-instrument;thrown-thing;filling-material;cover;grinding-instrument;poured-substance
7436483785-1,7436483785,1,9285578960,A,thrower;putter;loader;sender;taker
7436483785-2,7436483785,2,3797520096,P,thrown-thing;put-thing;loaded-thing;sent-thing;taken-thing
7436483785-3,7436483785,3,3797601094,L,throwing-goal;putting-goal;loading-place;sending-recipient;take-to-goal
7436606406-1,7436606406,1,9285578960,A,tier
7436606406-2,7436606406,2,3797520096,P,tied-thing
7436606406-3,7436606406,3,3797565301,I,tying-instrument
7436606406-4,7436606406,4,3797601094,L,tying-goal
7436890800-1,7436890800,1,3902121070,S,liver;jumper;goer;sitter;sitdowner
7436890800-2,7436890800,2,3797601094,L,living-place;going-goal;jump-location;sitting-place;sitting-down-place
7437678350-1,7437678350,1,3996924451,A,eater;seeer;frightener;helper;dresser;washer;hugger;grinder;digger;teacher;cooker;hearer;stealer;hider;tearer;toucher;peeler;climber;caller;winker
7437678350-2,7437678350,2,3996927147,P,eaten-food;seen-entity;frightenee;helpee;dressee;washed-entity;huggee;ground-thing;dug-up-thing;teachee;cooked-food;hear-causer;stolen-thing;hidden-thing;torn-thing;touchee;peeled-object;climbing-goal;called-to-or-for-person;winkee
7437693214-1,7437693214,1,3996924451,A,coverer;filler;shaver-of-body-part;cutter;hitter;beater;killer;breaker
7437693214-2,7437693214,2,3996927147,P,covered-thing;filled-container;shaved-body-part;cut-thing;hittee;beatee;killee;broken-thing
7437693214-3,7437693214,3,3996931849,I,cover;filling-material;cutting-instrument;shaving-instrument;hitting-instrument;beating-instrument;killing-instrument;breaking-instrument
7437727200-1,7437727200,1,3996924451,A,bringer;sender;shower;teller;sayer
7437727200-2,7437727200,2,3996927147,P,brought-thing;sent-thing;shown-thing;tellee;saying-addressee
7437727200-3,7437727200,3,3996956227,X,bringing-recipient;sending-recipient;showing-addressee;told-content;said-content
7437815073-1,7437815073,1,3997036702,X,hungry-person;pain-locus;dry-thing
7437819590-1,7437819590,1,3996924451,S,freezing-person;dieer;cougher;runner;jumper;appearer;laugher;screamer;player;sunken-entity;burnt-thing;boiled-thing;sad-person;fallee;blinker;rolling-entity;comming-person
7437842975-1,7437842975,1,3996924451,S,meeter
7437842975-2,7437842975,2,3996924451,X,met-person
7437867588-1,7437867588,1,3996924451,A,singer
7437867588-2,7437867588,2,3996927147,P,song
7437881880-1,7437881880,1,3996924451,S,liver;sitter;goer;sitdowner
7437881880-2,7437881880,2,8349947306,L,living-place;sitting-place;going-goal;sitting-down-place
7443964678-1,7443964678,1,5291654559,X,talker;sayer
7443964678-2,7443964678,2,5241072923,X,said-content;talked-about-content
7443964678-3,7443964678,3,5241181180,X,talked-to-person;saying-addressee
7445923583-1,7445923583,1,3996924451,S,smeller;leaver;fearer
7445923583-2,7445923583,2,3997056735,X,smelled-entity;left-place-or-person;fear-stimulus
7791577823-1,7791577823,1,3866174560,X,seeer
7791577823-2,7791577823,2,3892270291,X,seen-entity
7797347822-1,7797347822,1,3833974892,A,tearer
7797347822-2,7797347822,2,3839685245,X,tearing-source
7797347822-3,7797347822,3,3892270291,P,torn-thing
7806644078-1,7806644078,1,3833974892,S,meeter
7806644078-2,7806644078,2,3892398363,X,met-person
7918611373-1,7918611373,1,7911271655,A,tearer;builder;asker;receiver;stealer;hider;peeler;maker;taker;wiper
7918611373-2,7918611373,2,7911276548,P,torn-thing;built-thing;requested-thing;received-thing;stolen-thing;hidden-thing;made-thing;taken-thing;peel;wiped-material
7918611373-3,7918611373,3,7911750067,X,tearing-source;building-material;askee;receiving-source;stealing-source;hiding-affectee;peeled-object;wiping-surface;taking-source;making-material
7918723447-1,7918723447,1,7911271655,S,toucher
7918723447-2,7918723447,2,7911839146,X,touchee
7918723447-3,7918723447,3,7911308161,I,touching-instrument
7978788546-1,7978788546,1,7918806868,X,sayer
7978788546-2,7978788546,2,10026612471,X,said-content
7978788546-3,7978788546,3,7911839146,X,saying-addressee
8082708263-2,8082708263,2,6468514505,X,freezing-person
8111021185-1,8111021185,1,3797534174,X,specialist-or-hunter
8195306103-1,8195306103,1,4445257393,A,pusher;bringer;giver;sender;thrower;tier;shower
8195306103-2,8195306103,2,4445262885,P,pushee;brought-thing;gift;sent-thing;thrown-thing;tied-thing;shown-thing
8195306103-3,8195306103,3,4445258970,X,pushing-goal;giving-recipient;sending-recipient;throwing-goal;tying-goal;bringing-recipient;showing-addressee
8195607479-1,8195607479,1,5819277716,S,goer
8195607479-2,8195607479,2,5838505862,X,going-goal
8195624828-1,8195624828,1,5819277716,S,liver;sitter;sitdowner
8195624828-2,8195624828,2,5838596319,L,living-place;sitting-place;sitting-down-place
8196509400-1,8196509400,1,8083330622,S,sitdowner;sad-person;thinker;blinker;cougher;runner;singer;sick-person;dieer;dry-thing;burnt-thing;laugher;screamer;hungry-person;rolling-entity;sunken-entity;specialist-or-hunter;crier;player;boiled-thing
8212111459-1,8212111459,1,3833974892,S,toucher
8212111459-2,8212111459,2,3833976654,L,touchee
8212111459-3,8212111459,3,3833984981,I,touching-instrument
8264294048-1,8264294048,1,8083330622,A,sender;shower;giver;teacher;bringer;stealer
8264294048-2,8264294048,2,8413353553,X,sending-recipient;showing-addressee;giving-recipient;teachee;bringing-recipient;stealing-source
8264294048-3,8264294048,3,8083333934,P,sent-thing;shown-thing;gift;taught-content;brought-thing;stolen-thing
8264294052-1,8264294052,1,8083330622,A,loader
8264294052-2,8264294052,2,8083333934,P,loaded-thing
8264294052-3,8264294052,3,8455294908,X,loading-place
8264294055-1,8264294055,1,8083330622,S,talker
8264294055-2,8264294055,2,8455851850,X,talked-to-person
8264294087-1,8264294087,1,8413353553,X,pain-feeler;liker
8264294087-2,8264294087,2,8083330622,S,pain-locus;liked-entity
8290896275-1,8290896275,1,9346521521,X,fearer;wanter
8290896275-2,8290896275,2,3797520096,X,fear-stimulus;wanted-thing
8343886238-1,8343886238,1,3996924451,S,asker
8343886238-2,8343886238,2,3997056735,X,askee
8343886238-3,8343886238,3,8343910876,X,requested-thing
8343886320-1,8343886320,1,3798134060,A,putter;loader;wiper;pourer;cleaner
8343886320-2,8343886320,2,9604703507,X,putting-goal;loading-place;wiped-material;pouring-goal;cleaned-away-material
8343886320-3,8343886320,3,3798303864,P,put-thing;loaded-thing;wiping-surface;poured-substance;cleaned-thing
8343886324-1,8343886324,1,3798134060,A,asker
8343886324-2,8343886324,2,3798439534,X,askee
8343886324-3,8343886324,3,3798303864,P,requested-thing
8343886333-1,8343886333,1,3798134060,X,shouter;screamer;namer
8343886333-2,8343886333,2,3798302261,X,shoutee;screamed-at-person;namee
8343886336-1,8343886336,1,3798318557,X,smeller
8343886346-1,8343886346,1,3798134060,X,liver
8343886346-2,8343886346,2,3857094608,X,living-place
8343886365-1,8343886365,1,3798303864,I,fallee;thinker
8343886365-2,8343886365,2,9076066673,X,fall-source;thought-content
8343886366-1,8343886366,1,3798303864,I,goer
8343886366-2,8343886366,2,9604703507,X,going-goal
8343886367-1,8343886367,1,3798303864,I,leaver
8343886367-2,8343886367,2,9075623131,X,left-place-or-person
8343886372-1,8343886372,1,3798134060,A,tier
8343886372-2,8343886372,2,3798303864,P,tied-thing
8343886372-3,8343886372,3,3798394299,I,tying-instrument
8343886372-4,8343886372,4,9604703507,X,tying-goal
8343886374-1,8343886374,1,3798318557,X,receiver
8343886374-2,8343886374,2,3876644125,X,receiving-source
8343886374-3,8343886374,3,3798303864,I,received-thing
8343886377-1,8343886377,1,3798134060,A,
8343886377-2,8343886377,2,9069537823,X,
8343886377-3,8343886377,3,3798303864,P,
8343886379-1,8343886379,1,3798134060,A,taker;stealer
8343886379-2,8343886379,2,3876644125,X,taking-source;stealing-source
8343886379-3,8343886379,3,3798303864,P,taken-thing;stolen-thing
8395044003-1,8395044003,1,4568512665,S,carrier
8395044003-2,8395044003,2,4568795537,X,carried-thing
8395044003-3,8395044003,3,6813725698,L,carrying-goal
8396097647-1,8396097647,1,3721243445,A,loader;putter
8396097647-2,8396097647,2,3721244147,P,loaded-thing;put-thing
8396097647-3,8396097647,3,3721247635,L,loading-place;putting-goal
8403569951-1,8403569951,1,4568512665,S,screamer;shouter;fallee
8403569951-2,8403569951,2,6813725698,L,shoutee;screamed-at-person;fall-goal
8413570789-1,8413570789,1,8083330622,S,helper;follower
8413570789-2,8413570789,2,8413353553,X,helpee;followee
8628483606-1,8628483606,1,8083330622,A,putter;pourer;pusher;thrower;wiper
8628483606-2,8628483606,2,8083333934,P,put-thing;poured-substance;pushee;thrown-thing;wiped-material
8628483606-3,8628483606,3,8628519917,L,putting-goal;pouring-goal;pushing-goal;throwing-goal;wiping-surface
8628677223-1,8628677223,1,8083330622,S,climber;sitter;jumper;goer;liver;fallee;appearer
8628677223-2,8628677223,2,8628519917,L,climbing-goal;jump-location;going-goal;living-place;sitting-place;fall-goal;appear-location
8637238044-1,8637238044,1,8413353553,X,freezing-person
8827854105-1,8827854105,1,8818367666,S,blinker;cougher;jumper;laugher;screamer;freezing-person;dieer;player;hungry-person;rolling-entity;sunken-entity;burnt-thing;dry-thing;boiled-thing;specialist-or-hunter;rain;runner;sitdowner;sad-person
8834356159-1,8834356159,1,3996924451,A,putter;loader;tier;thrower;carrier;pusher;pourer
8834356159-2,8834356159,2,3996927147,P,put-thing;loaded-thing;tied-thing;thrown-thing;carried-thing;pushee;poured-substance
8834356159-3,8834356159,3,8349947306,L,putting-goal;loading-place;tying-goal;throwing-goal;carrying-goal;pushing-goal;pouring-goal
8834636685-1,8834636685,1,3996924451,S,sayer
8834636685-2,8834636685,2,3996956227,X,saying-addressee
8834636685-3,8834636685,3,8834653821,X,said-content
9000132757-1,9000132757,1,9225954112,A,eater;hugger;looker;seeer;fearer;frightener;knower;searcher;helper;follower;leaver;climber;meeter;thinker;liker;liked-entity;asker;talker;shouter;toucher;cutter;taker;tearer;peeler;wanter;namer;killer;beater;hider;builder;breaker;shower;carrier;thrower;tier;coverer;filler;smeller;cooker;digger;hearer;pusher;teacher;washer;shaver-of-body-part;bringer;dresser
9000132757-2,9000132757,2,9001085766,P,eaten-food;huggee;looked-at-entity;seen-entity;fear-stimulus;frightenee;known-thing-or-person;searched-for-thing;helpee;followee;left-place-or-person;climbing-goal;met-person;thought-content;askee;talked-to-person;shoutee;touchee;cut-thing;taken-thing;torn-thing;peeled-object;wanted-thing;namee;killee;beatee;hidden-thing;built-thing;broken-thing;shown-thing;carried-thing;thrown-thing;tied-thing;covered-thing;filled-container;smelled-entity;requested-thing;cooked-food;dug-up-thing;heard-sound;pushee;teachee;washed-entity;shaved-body-part;brought-thing;dressee;met-obstacle-or-thing
9001123828-1,9001123828,1,9001138205,I,smeller;climber;fearer
9001123828-2,9001123828,2,9001085766,X,smelled-entity;climbing-goal;fear-stimulus
9008433573-1,9008433573,1,9224892496,S,dry-thing;sunken-entity;rolling-entity;specialist-or-hunter;hungry-person;sad-person;dieer;freezing-person;laugher;player;singer;jumper;sitter;runner;cougher;blinker;screamer;boiled-thing;burnt-thing;sitdowner;shaver-of-self
9008490309-1,9008490309,1,9224892496,S,specialist-or-hunter;rain
9050751309-1,9050751309,1,9225954112,A,sayer;teller
9050751309-2,9050751309,2,9001085766,P,saying-addressee;tellee
9050751309-3,9050751309,3,9587420160,X,said-content;told-content
9121252604-1,9121252604,1,9225954112,A,sender;giver;stealer;namer;cutter;tier
9121252604-2,9121252604,2,9001085766,P,sent-thing;giving-recipient;stealing-source;namee;cut-thing;tied-thing
9121252604-3,9121252604,3,9001138205,I,sending-recipient;gift;stolen-thing;name;cutting-instrument;tying-goal
9121656408-1,9121656408,1,9225954112,A,pourer;putter;loader
9121656408-2,9121656408,2,9001085766,P,poured-substance;put-thing;loaded-thing
9121656408-3,9121656408,3,9121661476,X,pouring-goal;putting-goal;loading-place
9180643245-1,9180643245,1,9224892496,S,pain-feeler;asker
9180643245-2,9180643245,2,9181957936,X,pain-locus;requested-thing
9182060786-1,9182060786,1,9224892496,S,liver;goer
9182060786-2,9182060786,2,9121661476,X,living-place;going-goal
9182151972-1,9182151972,1,9224892496,S,sayer
9182151972-2,9182151972,2,9587420160,X,said-content
9242911984-1,9242911984,1,9224892496,S,pain-feeler
9242911984-2,9242911984,2,,X,pain-locus
9268861843-1,9268861843,1,8083330622,A,filler
9268861843-2,9268861843,2,8083333934,P,filled-container
9268861843-3,9268861843,3,8455851850,X,filling-material
9526784738-1,9526784738,1,3737373736,S,sitter;sitdowner
9526784738-2,9526784738,2,9526797949,L,sitting-place;sitting-down-place
9527567027-1,9527567027,1,3737373736,S,digger
9527567027-2,9527567027,2,9527575881,X,dug-up-thing
9588500497-1,9588500497,1,3797520096,X,boiled-thing
9603947126-1,9603947126,1,8455654874,A,hitter;taker
9603947126-2,9603947126,2,8455654874,P,hittee;taking-source
9603947126-3,9603947126,3,8455654874,I,hitting-instrument;taken-thing
9603947126-4,9603947126,4,8456434897,L,hit-location;taken-from-place
9769467002-1,9769467002,1,8455654874,I,wanter
