ID,Language_ID,Name,Description,Alternation_Type,Coding_Frames_Text,Complexity
13044938709,djam1255,Inchoative-causative alternation of change of location predicates,"<SPAN STYLE= """" >S = P. In contrast to &ldquo;pure&rdquo; change of state predicates which in the inchoative alternant involve either the verb </SPAN><SPAN STYLE= ""font-style:italic;"" >gajgany</SPAN><SPAN STYLE= """" > 'go' in a non-motion reading, or the IV </SPAN><SPAN STYLE= ""font-style:italic;"" >gardbany</SPAN><SPAN STYLE= """" > &lsquo;fall&rsquo; as the cause of the change of state, predicates of change of location and motion are compatible with verbs of locomotion (i.e. both </SPAN><SPAN STYLE= ""font-style:italic;"" >gajgany</SPAN><SPAN STYLE= """" > 'go' and </SPAN><SPAN STYLE= ""font-style:italic;"" >garumany</SPAN><SPAN STYLE= """" > &lsquo;come&rsquo;) in the inchoative alternant, as well as with </SPAN><SPAN STYLE= ""font-style:italic;"" >gardbany</SPAN><SPAN STYLE= """" > &lsquo;fall&rsquo;. The causative alternants are mainly formed with the transitive IVs </SPAN><SPAN STYLE= ""font-style:italic;"" >ganangu</SPAN><SPAN STYLE= """" > &lsquo;get, handle, manipulate&rsquo;, expressing removal from a location, </SPAN><SPAN STYLE= ""font-style:italic;"" >ganarrany</SPAN><SPAN STYLE= """" > &lsquo;put&rsquo; expressing placement in a location (i.e. the IV semantically entails that an endpoint is reached), </SPAN><SPAN STYLE= ""font-style:italic;"" >ganardgiyany</SPAN><SPAN STYLE= """" > 'throw' and </SPAN><SPAN STYLE= ""font-style:italic;"" >ganiyu</SPAN><SPAN STYLE= """" > 'say/do' both expressing caused ballistic motion, but also with specific IVs of contact and force, depending on the semantics of the UV. This alternation shows the causative alternants, while the Causative-inchoative alternation of UV with change of location predicates shows the inchoative alternants. </SPAN>",Coded,,
13045070580,djam1255,"Inchoative-causative-stative alternation of predicates of location, position and configuration","<SPAN STYLE= """" >S = P. Stative coverbs expressing a position, posture, location, or configuration regularly occur with four inflecting verbs: stative intransitive IV </SPAN><SPAN STYLE= ""font-style:italic;"" >gagba</SPAN><SPAN STYLE= """" > 'be' (stative alternant), intransitive change of location IV </SPAN><SPAN STYLE= ""font-style:italic;"" >gardbany</SPAN><SPAN STYLE= """" > 'fall, change location' (inchoative alternant), transitive stative IV </SPAN><SPAN STYLE= ""font-style:italic;"" >ganimuwa</SPAN><SPAN STYLE= """" > 'have' (causative stative alternant) and transitive change of location IV </SPAN><SPAN STYLE= ""font-style:italic;"" >ganarrany</SPAN><SPAN STYLE= """" > 'put, cause to change location' (causative inchoative alternant). This alternation shows the causative alternants, while the Causative-inchoative-stative alternation of UV with predicates of location, position and configuration shows the inchoative alternants. </SPAN>",Coded,,
3314023269,nucl1643,Potential Formation,"<SPAN STYLE= """" >This alternation can be made with the addition of the morpheme -</SPAN><SPAN STYLE= ""font-style:italic;"" >(r)e</SPAN><SPAN STYLE= """" > or </SPAN><SPAN STYLE= ""font-style:italic;"" >-(r)are</SPAN><SPAN STYLE= """" >, but when the verb is </SPAN><SPAN STYLE= ""font-style:italic;"" >suru</SPAN><SPAN STYLE= """" > 'do', </SPAN><SPAN STYLE= ""font-style:italic;"" >dekiru</SPAN><SPAN STYLE= """" > 'can do' is used for the potential verb. The potential forms express two major meanings: they can refer to the agent's ability to perform the described action or a circumstance where the described event can happen.</SPAN>",Coded,,
3314094332,nucl1643,Direct Passivization Promoting O-marked argument,"<SPAN STYLE= """" >This can be done with the addition of the passive morpheme </SPAN><SPAN STYLE= ""font-style:italic;"" >-</SPAN><SPAN STYLE= """" >(r)are. The erstwhile accusative object is promoted to the nominative case; the demoted subject is only realized otionally and is marked with -ni, -niyotte, or -kara.</SPAN>",Coded,,
3314135074,nucl1643,Direct Passivization Promoting Ni-marked Argument,"<SPAN STYLE= """" >This can be done with the addition of the passive morpheme </SPAN><SPAN STYLE= ""font-style:italic;"" >-(r)are</SPAN><SPAN STYLE= """" >. The erstwhile </SPAN><SPAN STYLE= ""font-style:italic;"" >ni-</SPAN><SPAN STYLE= """" >marked argument is promoted to the subject and is marked with nominative case; the demoted subject is realized optionally, and is marked with </SPAN><SPAN STYLE= ""font-style:italic;"" >-ni</SPAN><SPAN STYLE= """" >, </SPAN><SPAN STYLE= ""font-style:italic;"" >-niyotte</SPAN><SPAN STYLE= """" >, or </SPAN><SPAN STYLE= ""font-style:italic;"" >-kara</SPAN><SPAN STYLE= """" >. The difference in passivizability emerges mainly because </SPAN><SPAN STYLE= ""font-style:italic;"" >ni</SPAN><SPAN STYLE= """" > is homonymous, and is used for marking a dative argument as well as a locative.</SPAN>",Coded,,
3314597701,nucl1643,Argument-Decreasing Alternation,"<SPAN STYLE= """" >Most typically coded alternation; some verbs alternate with no morphological change. Argument-decreasing alternation involves a change from a transitive to an intransitive verb. Here, the verb on the list is taken to be a base form, and its directionality does not necessarily reflect the actual morphological derivation.</SPAN>",Coded,,
3314631024,nucl1643,Argument-Increasing Alternation,"<SPAN STYLE= """" >Most typically coded alternation; some verbs alternate with no morphological change. Argument-increasing alternation involves a change from an intransitive to a transitive verb; sometimes from a transitive to a ditransitive verb. Here, the verb on the list is taken to be a base form, and its directionality does not necessarily reflect the actual morphological derivation.</SPAN>",Coded,,
3314672395,nucl1643,Argument-Oblique Alternation,"<SPAN STYLE= """" >Uncoded alternation; there is a variety of oblique markings, and the choice of oblique markers is largely determined by the thematic property of the argument.</SPAN>",Uncoded,,
3314694344,nucl1643,Locative Alternation,"<SPAN STYLE= """" >Uncoded alternation: Two distinct alternation patterns are observed for locative alternation verbs. One type is found in verbs of filling, which can have either &lt;loc, acc&gt; or &lt;instr, acc&gt; frame, and the other is found in verbs of removal, which can have either &lt;abl, acc&gt; or &lt;acc&gt;. In the removal type, no oblique marking for the theme is available, and as such, the theme cannot be expressed overtly when the location is realized as an object.</SPAN>",Uncoded,,
7243162912,kett1243,Anti-Causative Alternation,"<SPAN STYLE= """" >Alternation between transitive verb with subject/object marking and intransitive verb with multi-site subject marking and/or intransitivizing affix. Sometimes the intransitivizing affix has merged with the verb base to create suppletive or partial suppletive bases in Modern Ket. This alternation could also be referred to as &quot;Ambitransitive&quot;.</SPAN>",Coded,,
7243652839,kett1243,Reflexive/Reciprocal Alternation,"<SPAN STYLE= """" >Replacement of verb-internal object marker with second subject marker. Additionally, many verbs add intransitive affix of some sort, or show verb base suppletion or partial suppletion (often due historically to merger with intransitivizing affix).<BR>Reciprocal meanings only occur with PL forms.</SPAN>",Coded,,
7243811705,kett1243,Incorporation,"<SPAN STYLE= """" >Theme- or instrument-role noun is incorporated into a transitive verb stem, resulting in an intransitive stem. This process is highly lexicalized and only productive with a small handful of basic stems, most of which do not happen to be in the database. The verb 'eat' incorporates theme-role objects, while the verb 'hit' incorporates instrument-role NPs only.</SPAN>",Coded,,
7243818381,kett1243,Resultative,"<SPAN STYLE= """" >An intransitive stative verb is derived from a transitive. The intransitive conveys the existence of the state that came into being as a result of the transitive action.</SPAN>",Coded,,
7253368055,kett1243,Causative,"<SPAN STYLE= """" >A causative transitive verb is derived from an intransitive (rarely, from a transitive). The causative in Ket also typically refers to the inception of action and has separate single-action and multiple-action stems, differing in their base structure and tense-mood marking prefix.<BR>The causative is only available with verbs that have an infinitive form, because the infinitive is incorporated into the causative.</SPAN>",Coded,,
7253578894,kett1243,Comitative Alternation,"<SPAN STYLE= """" >Intransitive motion verbs become transitive with the inclusion of an object agreement slot followed by the thematic consonant </SPAN><SPAN STYLE= ""font-style:italic;"" >k</SPAN><SPAN STYLE= """" >. None of the basic stems in the database generate this alternation, though the verb BRING is a derivative of it (from the more basic verb COME).</SPAN>",Coded,,
3485330272,yuca1254,Passive,"<SPAN STYLE= """" >Passive construction:<BR>[ [ Pn ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >i</SPAN><SPAN STYLE= """" > [ [ W ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >V.tr</SPAN><SPAN STYLE= """" > -</SPAN><SPAN STYLE= ""font-variant:small-caps;"" >Pass</SPAN><SPAN STYLE= """" > ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >V.intr_inact</SPAN><SPAN STYLE= """" > [ P ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP.i</SPAN><SPAN STYLE= """" > [ </SPAN><SPAN STYLE= ""font-style:italic;"" >tum&eacute;en</SPAN><SPAN STYLE= """" > [ A ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP</SPAN><SPAN STYLE= """" > ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >PrepP</SPAN><SPAN STYLE= """" > ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >VCC<BR></SPAN><SPAN STYLE= """" >&quot;P undergoes W by A&quot;</SPAN>",Coded,,
3485393659,yuca1254,Causative,"<SPAN STYLE= """" >Generic causative construction:<BR>[ [ Pn ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >PC.i</SPAN><SPAN STYLE= """" > [ [ W ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >V.intr_inact</SPAN><SPAN STYLE= """" > -</SPAN><SPAN STYLE= ""font-variant:small-caps;"" >Caus</SPAN><SPAN STYLE= """" > ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >V.tr</SPAN><SPAN STYLE= """" > -</SPAN><SPAN STYLE= ""font-variant:small-caps;"" >Abs</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >j</SPAN><SPAN STYLE= """" > [ P ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP.j</SPAN><SPAN STYLE= """" > [ A ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP.i</SPAN><SPAN STYLE= """" > ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >VCC<BR></SPAN><SPAN STYLE= """" >&quot;A causes V to happen to P.&quot;<BR>This is a subtype of the basic transitive construction.  P is the causee and A is added to W's valency.<BR>If W is an adjective or a positional, the factitive derivation (suffix &#11;) applies. If it is an inactive intransitive verb root, the causative   derivation proper (basic allomorph </SPAN><SPAN STYLE= ""font-style:italic;"" >-s</SPAN><SPAN STYLE= """" > ) applies. More dynamic bases do not causativize.<BR>Variants of this construction (e.g. #37, 40, 89) have an additional verbal dependent.</SPAN>",Coded,,
3485722710,yuca1254,Introversive,"<SPAN STYLE= """" >Introversive construction:<BR>[ [ Pn ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >PC.i</SPAN><SPAN STYLE= """" > [ [ W ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >V.tr</SPAN><SPAN STYLE= """" > </SPAN><SPAN STYLE= ""font-variant:small-caps;"" >introv</SPAN><SPAN STYLE= """" > ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >V.intr-act</SPAN><SPAN STYLE= """" > [ S ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP.i</SPAN><SPAN STYLE= """" > ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >VCC<BR></SPAN><SPAN STYLE= """" >&quot;S does the action W&quot;.<BR>where </SPAN><SPAN STYLE= ""font-variant:small-caps;"" >introv</SPAN><SPAN STYLE= """" > is one of the allomorphs of the introversive morpheme, S is the subject of both the base and the derived verb, and there is no way to include what was the direct object of W.</SPAN>",Coded,,
3485751956,yuca1254,Deagentive,"<SPAN STYLE= """" >Deagentive construction:<BR>[ [ Pn ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >i</SPAN><SPAN STYLE= """" > [ [ W ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >V.tr</SPAN><SPAN STYLE= """" > -</SPAN><SPAN STYLE= ""font-variant:small-caps;"" >Deag</SPAN><SPAN STYLE= """" > ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >V.intr_inact</SPAN><SPAN STYLE= """" > [ P ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP.i</SPAN><SPAN STYLE= """" > ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >VCC<BR></SPAN><SPAN STYLE= """" >&quot;P undergoes W (without an agent)&quot;<BR></SPAN><SPAN STYLE= ""font-variant:small-caps;"" >Deag</SPAN><SPAN STYLE= """" > is a high tone on the base and P is the direct object of W, but the subject of the derived verb.<BR>(what some call anticausative)</SPAN>",Coded,,
3485775509,yuca1254,Reflexive,"<SPAN STYLE= """" >Reflexive construction of a transitive verb:<BR>[ [ W ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >V.tr</SPAN><SPAN STYLE= """" > [ </SPAN><SPAN STYLE= ""font-variant:small-caps;"" >poss</SPAN><SPAN STYLE= ""font-size: 6px;font-variant:small-caps;vertical-align: text-bottom;"" >A</SPAN><SPAN STYLE= """" > </SPAN><SPAN STYLE= ""font-style:italic;"" >b&aacute;ah</SPAN><SPAN STYLE= """" > ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP </SPAN><SPAN STYLE= """" >] [ A ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP</SPAN><SPAN STYLE= """" ><BR>&quot;A does W to himself&quot;<BR></SPAN><SPAN STYLE= ""font-style:italic;"" >B&aacute;ah</SPAN><SPAN STYLE= """" > 'self' takes possessive clitics cross-referencing the subject (as in English).<BR>The phrase </SPAN><SPAN STYLE= ""font-variant:small-caps;"" >poss</SPAN><SPAN STYLE= """" > </SPAN><SPAN STYLE= ""font-style:italic;"" >b&aacute;ah</SPAN><SPAN STYLE= """" > ('A's self') takes the stead of W's direct object, A is the subject and </SPAN><SPAN STYLE= ""font-variant:small-caps;"" >poss</SPAN><SPAN STYLE= """" > codes person and number of A.<BR>Since </SPAN><SPAN STYLE= ""font-style:italic;"" >b&aacute;ah</SPAN><SPAN STYLE= """" > is the direct object, this is a subtype of the basic transitive construction.<BR></SPAN>",Coded,,
3485910654,yuca1254,Reciprocal,"<SPAN STYLE= """" >Reciprocal construction:<BR>[ [ Pn ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >PC.i</SPAN><SPAN STYLE= """" > [ (</SPAN><SPAN STYLE= ""font-style:italic;"" >paaklan</SPAN><SPAN STYLE= """" >) W</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >V.tr</SPAN><SPAN STYLE= """" > ] ([ </SPAN><SPAN STYLE= ""font-variant:small-caps;"" >poss</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >i</SPAN><SPAN STYLE= """" > </SPAN><SPAN STYLE= ""font-style:italic;"" >b&aacute;ah</SPAN><SPAN STYLE= """" > ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP.j</SPAN><SPAN STYLE= """" >) [ A ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NPi </SPAN><SPAN STYLE= """" > ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >VCC</SPAN><SPAN STYLE= """" ><BR>&quot;The As W each other.&quot;<BR>where the adverb </SPAN><SPAN STYLE= ""font-style:italic;"" >paaklan</SPAN><SPAN STYLE= """" > 'together, each other' immediately precedes W (and optionally forms a compound with it) and the reflexive phrase takes the stead of W's direct object.<BR><BR>The ditransitive reciprocal construction is analogous, with the reflexive pronoun depending on </SPAN><SPAN STYLE= ""font-style:italic;"" >ti'</SPAN><SPAN STYLE= """" >.<BR><BR>Either </SPAN><SPAN STYLE= ""font-style:italic;"" >paaklan</SPAN><SPAN STYLE= """" > or the reflexive phrase is optional in the construction. If the former is omitted, then the reciprocal construction is an interpretation of the reflexive construction. If the latter is omitted, the reciprocal construction is an interpretation of a 'together'-construction.</SPAN>",Coded,,
3487719426,yuca1254,Extraversive,"<SPAN STYLE= """" >Extraversive construction:<BR>[ [ Pn ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >PC.i</SPAN><SPAN STYLE= """" > [ [ W ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >V.intr_act</SPAN><SPAN STYLE= """" > </SPAN><SPAN STYLE= ""font-style:italic;"" >-t</SPAN><SPAN STYLE= """" > ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >V.tr</SPAN><SPAN STYLE= """" > -</SPAN><SPAN STYLE= ""font-variant:small-caps;"" >Abs</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >j</SPAN><SPAN STYLE= """" > [ P ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP.j</SPAN><SPAN STYLE= """" > [ A ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP.i</SPAN><SPAN STYLE= """" > ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >VCC<BR></SPAN><SPAN STYLE= """" >&quot;A acts on P&quot;.<BR>The intransitive active base W is converted into a transitive verb by the </SPAN><SPAN STYLE= ""font-style:italic;"" >-t</SPAN><SPAN STYLE= """" > suffix.<BR>A is the subject of both the base and the derived verb, and the direct object P is often unforeseeable from the point of view of the base construction.<BR>It is almost an applicative, except that no promotion is involved, and instead it is a generic transitivization process, even with non-verbal bases W.<BR>This is a subtype of the basic transitive verb construction.</SPAN>",Coded,,
4038508182,yuca1254,Fientive,"<SPAN STYLE= """" >Fientive verb construction:<BR>[ [ Pn ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >PC.i</SPAN><SPAN STYLE= """" > [ [ W ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >N/Adj</SPAN><SPAN STYLE= """" > </SPAN><SPAN STYLE= ""font-style:italic;"" >-tal</SPAN><SPAN STYLE= """" > ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >V.intr</SPAN><SPAN STYLE= """" > [ S ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP.i</SPAN><SPAN STYLE= """" > ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >VCC<BR></SPAN><SPAN STYLE= """" >&quot;S is in the state or process W&quot;<BR>where W is a nominal (adjectival or, if semantically suitable, substantival) base or a verbal base of a certain class. X's valency does not change, but its aktionsart may change from static to dynamic.</SPAN>",Coded,,
6952335828,yuca1254,Usative,"<SPAN STYLE= """" >[ [ X ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >N</SPAN><SPAN STYLE= """" > </SPAN><SPAN STYLE= ""font-style:italic;"" >-int</SPAN><SPAN STYLE= """" > ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >V.tr</SPAN><SPAN STYLE= """" > [ Y ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP</SPAN><SPAN STYLE= """" > [ Z ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP</SPAN><SPAN STYLE= """" >  <BR>'Z has Y as (an) X'<BR>instead of<BR>[ [ </SPAN><SPAN STYLE= ""font-variant:small-caps;"" >poss</SPAN><SPAN STYLE= """" > X ] [ Z ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP</SPAN><SPAN STYLE= """" > ] [ Y ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP</SPAN><SPAN STYLE= """" ><BR>'Y is Z's X'<BR>where X is a (typically inalienable) noun. It amounts to a verbalization of a possessive predication. </SPAN>",Coded,,
6953377644,yuca1254,Indirect participation,"<SPAN STYLE= """" >[W]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >V</SPAN><SPAN STYLE= """" > [ [ </SPAN><SPAN STYLE= ""font-variant:small-caps;"" >poss</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >X</SPAN><SPAN STYLE= """" > Y ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP</SPAN><SPAN STYLE= """" > [ X ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP</SPAN><SPAN STYLE= """" > ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP</SPAN><SPAN STYLE= """" > [Z]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP</SPAN><SPAN STYLE= """" > <BR>where Z is subject, Y is direct object,<BR>and X is conceived as Y's possessor [thus participating in W only indirectly],<BR>instead of <BR>[W]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >V</SPAN><SPAN STYLE= """" > [ Y ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP</SPAN><SPAN STYLE= """" > [</SPAN><SPAN STYLE= ""font-style:italic;"" >ti'</SPAN><SPAN STYLE= """" > X]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >PP</SPAN><SPAN STYLE= """" > [Z]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP</SPAN><SPAN STYLE= """" > <BR>where X is conceived as partipating in W.<BR>This alternation is not coded on the verb and instead in nominal morphology.</SPAN>",Coded,,
6953762935,yuca1254,Incorporative,"<SPAN STYLE= """" >[ [X]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >V</SPAN><SPAN STYLE= """" > - [Y]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >N</SPAN><SPAN STYLE= """" > ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >V.intr<BR></SPAN><SPAN STYLE= """" >instead of<BR>[ X ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >V</SPAN><SPAN STYLE= """" > ([ Z ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >Prep</SPAN><SPAN STYLE= """" >) [ Y ]</SPAN><SPAN STYLE= ""font-size: 6px;vertical-align: text-bottom;"" >NP</SPAN><SPAN STYLE= """" ><BR>where Y is either the direct object or the instrument of X. The incorporative verb is basically intransitive, but is in most cases &quot;retransitivized&quot; by extraversion.</SPAN>",Coded,,
12127205883,yuca1254,Direct object shift,"<SPAN STYLE= """" >With a set of Yucatec three-argument verbs, either of the non-first arguments may be direct object, while the other non-first argument is preferably omitted. This alternation is called direct object shift. The set may be further subdivided as follows:<BR><BR>1. only bivalent (monotransitive) construction possible:</SPAN><SPAN STYLE= ""font-style:italic;"" > hat</SPAN><SPAN STYLE= """" > &lsquo;tear P off L&rsquo;,</SPAN><SPAN STYLE= ""font-style:italic;"" > tix</SPAN><SPAN STYLE= """" > &lsquo;rinse P off L&rsquo;, </SPAN><SPAN STYLE= ""font-style:italic;"" >t&iacute;it</SPAN><SPAN STYLE= """" > &lsquo;shake P off L, </SPAN><SPAN STYLE= ""font-style:italic;"" >p&uacute;ust</SPAN><SPAN STYLE= """" > &lsquo;remove P (dust) from L&rsquo;, </SPAN><SPAN STYLE= ""font-style:italic;"" >ts'ik</SPAN><SPAN STYLE= """" > &lsquo;shave L&rsquo;s P&rsquo; and </SPAN><SPAN STYLE= ""font-style:italic;"" >ts&rsquo;&iacute;il </SPAN><SPAN STYLE= """" >&lsquo;peel P off L&rsquo;;<BR><BR>2.trivalent construction possible:<BR>a. with</SPAN><SPAN STYLE= ""font-weight: bold;"" > locative shift</SPAN><SPAN STYLE= """" >: </SPAN><SPAN STYLE= ""font-style:italic;"" >but&rsquo;</SPAN><SPAN STYLE= """" > &lsquo;stuff P into L, fill L with P&rsquo;, </SPAN><SPAN STYLE= ""font-style:italic;"" >bak&rsquo; </SPAN><SPAN STYLE= """" >&lsquo;wind P around L, wrap L in P&rsquo;,<BR>b. with irregular valency alternation: </SPAN><SPAN STYLE= ""font-style:italic;"" >okol</SPAN><SPAN STYLE= """" > &lsquo;steal P from L&rsquo;, </SPAN><SPAN STYLE= ""font-style:italic;"" >ka&rsquo;ns</SPAN><SPAN STYLE= """" > &lsquo;teach L P&rsquo;.</SPAN>",Uncoded,,
3386958875,icel1247,Obj.dat vs. Obj.acc,"<SPAN STYLE= """" >The dative is usually used for animate objects and the accusative for non-animate objects. Maybe this should rather be viewed as DOM. Another way of construing this is to say that the dative is a beneficiary and the accusative is a theme/patent (see Bar&eth;dal 2001: 148ff.).</SPAN>",Uncoded,,
3387057243,icel1247,Nom-Dat vs. Dat-Nom,"<SPAN STYLE= """" >In the Nom-Dat alternant the nominative argument is the syntactic subject and the dative is the syntactic object, while in the Dat-Nom alternant the Dat is the syntactic subject and the nominative argument is the syntactic object.</SPAN>",Uncoded,,
3387119200,icel1247,Reciprocal Alternation,"<SPAN STYLE= """" >This alternation involves a simple verb and a corresponding verb with an </SPAN><SPAN STYLE= ""font-style:italic;"" >-st</SPAN><SPAN STYLE= """" > suffix, which originates in the reflexive pronoun </SPAN><SPAN STYLE= ""font-style:italic;"" >sik</SPAN><SPAN STYLE= """" > (which first became </SPAN><SPAN STYLE= ""font-style:italic;"" >-sk</SPAN><SPAN STYLE= """" > and then later -</SPAN><SPAN STYLE= ""font-style:italic;"" >st</SPAN><SPAN STYLE= """" > in the history of Icelandic). When occurring in the Reciprocal Alternation, there is a meaning of reciprocity involved. </SPAN>",Coded,,
3393222595,icel1247,Ambitransitive alternation with umlaut and -na,"<SPAN STYLE= """" >Transitive verbs can alternate with intransitive ones by means of adding a </SPAN><SPAN STYLE= ""font-style:italic;"" >-na</SPAN><SPAN STYLE= """" > suffix to the verbal stem and by using a different stem vowel of the verb. </SPAN>",Coded,,
3393281395,icel1247,Ambitransitive alt. with -ja,"<SPAN STYLE= """" >Transitive verbs can alternate with intransitive ones by means of adding a </SPAN><SPAN STYLE= ""font-style:italic;"" >-ja</SPAN><SPAN STYLE= """" > suffix to the verbal stem. (</SPAN><SPAN STYLE= ""font-style:italic;"" >-ja</SPAN><SPAN STYLE= """" > does not mean anything in Modern Icelandic anymore). The </SPAN><SPAN STYLE= ""font-style:italic;"" >-ja</SPAN><SPAN STYLE= """" > is not found in the infinitive, present tense, but not the past tense. </SPAN>",Coded,,
3393986213,icel1247,Dative alternation (PP),"<SPAN STYLE= """" >This is a systematic alternation found for some ditransitive verbs. It involving two objects which may alternate between [Dat+Acc] and [Dat</SPAN><SPAN STYLE= ""font-family: 'Helvetica';"" >+til-L.gen]. This is the variant with [Dat+til-L.gen].</SPAN>",Uncoded,,
3394039496,icel1247,Dative alternation (Dat-Acc),"<SPAN STYLE= """" >This is a systematic alternation found for some ditransitive verbs. It involving two objects which may alternate between [Dat+Acc] and [Dat</SPAN><SPAN STYLE= ""font-family: 'Helvetica';"" >+til-L.gen]. This is the variant with [Dat+Acc]</SPAN>",Uncoded,,
3395188434,icel1247,Locative Alternation with T.acc +me&eth; I.dat,"<SPAN STYLE= """" >Here the basic verb selects for a dative object and a directional argument. The derived variant construes the source as an object and the original object as an instrumental. </SPAN>",Uncoded,,
3395329859,icel1247,Transitive from intransitive,"<SPAN STYLE= """" >Transitives can be formed from intransitives, which means that we have a systematic alternation between transitive and intransitive uses of the same verb. </SPAN>",Uncoded,,
