ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Original_Orthography,Translation_Other,Number,Example_Type,Source,Form_IDs
ainu-190,ainu,Emerayke ciki amip mi.,e=me-ray-ke\tciki\tamip\tmi,2SG.S=cold-die-CAUS\tif\tclothing\twear,"If you are cold, put on clothes.",,,,「あなた寒いなら着物を着なさい。」,190,Naturalistic spoken,3531863765[385],ainu-feel-cold-1
ainu-189,ainu,Kikay esinot wa tun ne wa sinot kor oka.,kikay\te-sinot\twa\ttu-n\tne\twa\tsinot\tkor\toka,machine\tAPPL.INS-play\tand\ttwo-human.CL\tCOP\tand\tplay\tand\texist.PL,"The two of them are having fun, they are playing with a machine.",,,,「彼らは機械をいじって二人で遊んでいる。」,189,Naturalistic spoken,3531863765[124],ainu-play-1
ainu-188,ainu,Kamuy ne noyne an matkaci sinot kor an wa anukar a p.,kamuy\tne\tnoyne\tan\tmatkaci\tsinot\tkor\tan\twa\ta=nukar\ta\tp,god\tCOP\tseem\texist.SG\tgirl\tplay\tand\texist.SG\tand\tIND.A=see\tPERF.SG\tbut,(I saw that) the girl who looked like a goddess was playing.,,,,「カムイのように美しい女の子が遊んでいるのを見かけたのだが、」,188,Naturalistic spoken,3533699950,ainu-play-1
ainu-187,ainu,"Kukokkasapa arka korka, kunetopake anak totek pe ne kusu.",ku=kokka-sapa\tarka\tkorka\tku=netopake\tanak\ttotek\tpe\tne\tkusu,1SG.A=knee-head.POSS\thurt\tbut\t1SG.A=body.POSS\tTOP\tbe.healthy\tNR\tCOP\tbecause,"My knees hurt, but my body is healthy.",,,,「膝は痛むけれど、体のほうは丈夫だから」,187,Naturalistic spoken,3532421303[20],ainu-feel-pain-2
ainu-186,ainu,Ikoni.,i-koni,APASS-be.in.pain.at,Give birth / she gave birth.,,"<SPAN STYLE= """" >lit. 'feel pain at thing', lexicalized.</SPAN>",,「出産する」,186,Naturalistic spoken,3576360784,ainu-feel-pain-1
ainu-185,ainu,Kukemaha kukoni.,ku=kema-ha\tku=koni,1SG.A=leg-POSS\t1SG.A=be.in.pain.at,My leg hurts.,,,,「私は足が痛い。」,185,Naturalistic spoken,3532421303[188],ainu-feel-pain-1
ainu-184,ainu,Nisatta tunasno tan kotan wa kuarpa kusne na.,nisat-ta\ttunas-no\ttan\tkotan\twa\tku=arpa\tkusu-ne\tna,dawn-LOC\tbe.early-ADV\tthis\tvillage\tABL\t1SG.S=go.SG\tgoing.to-COP\tFIN,I will leave this village early tomorrow.,,,,,184,Naturalistic spoken,3576360784,ainu-leave-1;ainu-leave-2
ainu-183,ainu,Ukokirirsepa yakka kirirsepa.,uko-kirirse-pa\tyak-ka\tkirirse-pa,SOC-scream-PL\tif-even\tscream-PL,Even if everyone screams altogether...,,,,「皆がキーキー泣き叫ぼうが」,183,Naturalistic spoken,3707216635,ainu-scream-1
ainu-182,ainu,Toy tum un nep ka kirirse haw as pekor hawas hawas.,toy\ttum\tun\tnep\tka\tkirirse\thaw\tas\tpekor\thaw-as\thaw-as,earth\tinside\tALL\twho\teven\tscream\tvoice\tstand.SG\tas.if\tvoice-stand.SG\tvoice-stand.SG,It sounded as if there was someone screaming in the ground.,,,,「土の中で何かキイキイ言う声がするように聞こえる、聞こえる。」,182,Naturalistic spoken,3568760141[24],ainu-scream-1
ainu-181,ainu,Sonno pon hekattar utar uminare kor ukesanpa wa.,sonno\tpon\thekattar\tutar\tu-mina-re\tkor\tu-kesanpa\twa,really\tlittle\tchildren\tPL\tREC-laugh-CAUS\tand\tREC-chase\tand,"Indeed, little children are laughing and chasing each other.",,,,「本当に小さな子供たちが笑い合いながら追いかけっこして」,181,Naturalistic spoken,3532421303[171],ainu-laugh-1
ainu-180,ainu,Aemina kor anan akusu.,a=e-mina\tkor\tan=an\takusu,IND.A=APPL.INS-laugh\tand\texist.SG=IND.S\tthen,I laughed at them.,,,,,180,Naturalistic spoken,3583841845[366],ainu-laugh-1
ainu-179,ainu,"Umurek utar inukar wa, mina kane okay.",umurek\tutar\ti=nukar\twa\tmina\tkane\tokay,couple\tpeople\tIND.O=see\tand\tlaugh\tand.so.on\texist.PL,"A couple saw me, smiled and so on.",,,,,179,Naturalistic spoken,3583841845[156],ainu-laugh-1
ainu-178,ainu,Sikraprapu.,sik-rap-rap-u,eye-flap.wings-flap.wings-CAUS,Blink / He/she blinks.,,"<SPAN STYLE= """" >sik-rap-rapu &lt;eye-P.RED-flap.wings&gt; 'blink' (lit. 'flao one's eys' (vi) - O incorporation, lexicalized.</SPAN>",,「瞬く」,178,Naturalistic spoken,3564486218[244],ainu-blink-1
ainu-177,ainu,Anyupihi utar yaymemke.,an=yup-ihi\tutar\tyay-memke,IND.A=elder.brother-POSS\tPL\tREFL-shave,My brothers shaved their beards.,,,,,177,Naturalistic spoken,3670267090,ainu-shave-a-body-part_person-1
ainu-176,ainu,Enanuhu memke.,e=nan-uhu\tmemke,2SG.A=face-POSS\tshave,Shave your beard.,,,エ・ナヌフ　メﾑケ＝髭を剃れ．,「髭を剃れ．」,176,Naturalistic spoken,3565663468[431],ainu-shave-a-body-part_person-1
ainu-175,ainu,Esapaha kumemke.,e=sapa-ha\tku=memke,2SG.A=head-POSS\t1SG.A=shave,I will shave your head.,,,エ・サパハ　ク・メﾑケ,「お前の頭を私が刈る」,175,Naturalistic spoken,3565663468[431],ainu-shave-a-body-part_person-1
ainu-174,ainu,"Sama ta aekasi cep aukosina p ne apekor an pe, ran hine oraun ehonkokisma.",sam-a\tta\ta=ekas-i\tcep\ta=u-ko-sina\tp\tne\ta-pekor\tan\tpe\tran\thine\toraun\te-hon-ko-kisma,near-POSS\tLOC\tIND.A=grandfather-POSS\tfish\tIND.A=REC-APPL.DAT-bind\tNR\tCOP\tPERF-as.if\texist.SG\tNR\tcome.down.SG\tand\tthen\thead.PF-belly-APPL.DAT-hug/grab,"Something that looked like a bundle of fish came down near my grandfather, then he tucked it at his belly.",,"<SPAN STYLE= """" >Prefix ko- has a goal function here. Note the incorporation of the applicative object.</SPAN>",,「おじいさんのそばに、魚を束ねたようなものが降りて来て、それからおじいさんがそれをおなかに抱えて」,174,Naturalistic spoken,3530542958[48],ainu-hug-1
ainu-173,ainu,Santek kata ukisma.,san-tek\tka\tta\tu-kisma,descend.SG-hand\ttop\tLOC\tREC-hug,Hold each other's arms / show affection to each other.,,"<SPAN STYLE= """" >Lexicalized recipocal (&lt;'hug each other').</SPAN>",,"「手を握り合ふ,仲よく睦じくする.」",173,Naturalistic spoken,3564486218[２３５],ainu-hug-1
ainu-172,ainu,Utekkisma.,u-tek-kisma,REC-hand-hug,Hold each other's hands.,,"<SPAN STYLE= """" >u-tek-kisma 'hold each other's hands' (vi): u-tek- 'each other's hands' is incorporated into the verb kisma 'hug/grab'as O; lexicalized.</SPAN>",,「手を握りあう」,172,Naturalistic spoken,3670267090[165],ainu-hug-1
ainu-171,ainu,"Nep ka kukar ka somoki no, kuyaytekkisma kor kan kor earkinne ku-mismu.",nep\tka\tku=kar\tka\tsomo\tki\tno\tku=yay-tek-kisma\tkor\tk=an\tkor\tearkinne\tku=mismu,what\teven\t1SG.A=make\teven\tNEG\tdo.AUX\tand\t1SG.A=REFL-hand-hug\tand\t1SG.S=exist.SG\twhile\tvery\t1SG.S=be.sad,I had nothing to do and felt really bored keeping my hands in pockets.,,"<SPAN STYLE= """" >yay-tek-kisma 'hold one's hands in pockets' (vi): yay-tek- 'own hands' is incorporated into the verb kisma 'hug/grab'as O; lexicalized.</SPAN>",,「何もしないで懐手をして　いてひどく退屈で気持ちが悪かった。」,171,Naturalistic spoken,3706130738[71],ainu-hug-1
ainu-170,ainu,Apunitara aeyaykewtum ka/kokisma kane.,apunitara\ta=e-yay-kewtum\tka\tko-kisma\tkane,peacefully\tIND.A=APPL.INS-REFL-feeling\talso\tAPPL.DAT-hug\tand,I have peacefully calmed myself down.,,"<SPAN STYLE= """" >ko-kisma &lt;to.APPL-hug&gt; 'surpress sth (one's feelings)'. Goal applicative, lexicalized.</SPAN>",,「私は静かに気持ちを押えた。」,170,Naturalistic spoken,3531863765[16],ainu-hug-1
ainu-169,ainu,Aniukokisma.,an=i=uko-kisma,IND.A=IND.O=SOC-hug,I was hugged (by my elder brother and sister).,,,,「（お姉さんも私をなだめて）いっしょに私を押えた。」,169,Naturalistic spoken,3702453905[317],ainu-hug-1
ainu-168,ainu,Iwatarap akorsi akisma w anrimseka.,iwatarap\ta=korsi\ta=kisma\twa\tan=rimse-ka,baby\tIND.A=child.POSS\tIND.A=hug\tand\tIND.A=dance-CAUS,I hugged the baby and made him dance.,,,,「赤ん坊の息子をつかんで踊らせた。」,168,Naturalistic spoken,3702453905[265],ainu-hug-1
ainu-167,ainu,Ene poro horkew ahun wa... katkemat utar hurarakkar kor...ihurarakkar.,ene\tporo\thorkew\tahun\twa\tkatkemat\tutar\thura-rak-kar\tkor\ti=hura-rak-kar,like.this\tbig\twolf\tenter.SG\tand\tmarried.woman\tPL\tscent-smell-make\tand\tIND.O=scent-smell-make,"A huge wolf came in, smelled the women and smelled me.",,,,,167,Naturalistic spoken,3568211975,ainu-smell-1
ainu-166,ainu,Nerok utar ehawekoyki wa.,nerok\tutar\te-haw-e-koyki\twa,that\tpeople\tAPPL.INS-voice-APPL.INS-bully\tand,(My husband) shouted at those people (because of that).,,,,「その人たちをどなりつけて」,166,Naturalistic spoken,3530542958[26],ainu-shout-at-1
ainu-165,ainu,Sekor aehawekoyki nankor.,sekor\ta=e=haw-e-koyki\tnankor,QUOT\tIND.A=2SG.O=voice-APPL.INS-bully\tprobably,(Say quickly!...) They will probably shout at you like this.,,,,,165,Naturalistic spoken,3583841845[214],ainu-shout-at-1
ainu-164,ainu,Aniukokik wa.,an=i=uko-kik\twa,IND.A=IND.O=SOC-hit\tand,I was hit by everyone.,,,,「私は皆に叩かれて」,164,Naturalistic spoken,3559042263[303],ainu-hit-1
ainu-163,ainu,Nan kokik.,nan\tko-kik,face\tAPPL.DAT-hit,To slap the face.,,,,,163,Naturalistic spoken,3687184362[311],ainu-hit-1
ainu-162,ainu,Nea cip ka pira tom aekik hine.,nea\tcip\tka\tpira\ttom\ta=e-kik\thine,that\tboat\talso\tcliff\tmiddle\tIND.A=APPL.INS-hit\tand,That boat was hit against the cliff.,,"<SPAN STYLE= """" >(T 89)</SPAN>",,「その舟も崖面のまん中にぶつけられて。」,162,Naturalistic spoken,3531863765[89],ainu-hit-1
ainu-161,ainu,"Rapokke nea okkaypo ani kik kuni, kisma hum pirkano an, an cikuni tuye.",rapok-ke\tnea\tokkay-po\tani\tkik\tkuni\tkisma\thum\tpirka-no\tan\tan\tcikuni\ttuy-e,between-POSS\tthat\tman-DIM\tINST\tbeat\tin.order\tgrab\tsound/feeling\tbe.good-ADV\texist.SG\texist.SG\ttree/wood\tcut-CAUS,Then that young man cut a tree (such that) the feeling is good of grabbing (it) [i.e. which fits his hand] in order to beat with (it). / lit. Then that young man cut a tree_i [(such that) the sound/feeling j [(that) he grabs __i in order to beat with __i] is good].,,"<SPAN STYLE= """" >(based on K7708242UP.199)</SPAN>",,「そのとき、例の若者が（それ）で（犬を）殴りつけるように、握りやすそうな木を切って持っていたので、」,161,Naturalistic spoken,3533699950,ainu-hit-1
ainu-160,ainu,Poro soukan.,poro\tso-uk=an,big\tdebt-take.SG=IND.S,They have large debts.,,"<SPAN STYLE= """" >Cf. further derivations: e- applicative (ex. 232)<BR>Cf. further derivations: double applicative (e-ko-) (ex. 233)</SPAN>",,「借財をしている。」,160,Naturalistic spoken,3531863765[678],ainu-take-1;ainu-take-2
ainu-159,ainu,Tan toy oro wa makanak pakno auk ruwe an?,tan\ttoy\tor-o\twa\tmakanak\tpak-no\ta=uk\truwe\tan,this\tearth\tplace-POSS\tABL\twhat\ttill-ADV\tIND.A=take.SG\tINF.EV\texist.SG,What can one grow on this plot? / lit. How much can one get from this plot?,,"<SPAN STYLE= """" >Alternative coding frame with the base(non-applicative) verb. The oblique ablative coding WA is registered only with an inanimate taking source; an animate taking source triggers the use of dative applicative ko-.</SPAN>",,「この畑からどれくらい取れますか？」,159,Naturalistic spoken,3576360784,ainu-take-1;ainu-take-2
ainu-158,ainu,Tuki uk yan.,tuki\tuk\tyan,wine.cup\ttake.SG\tIMP.POL,Please take a wine cup.,,"<SPAN STYLE= """" >Base (non-applicative) construction.</SPAN>",,「盃を受け取ってください」,158,Naturalistic spoken,3532421303[58],ainu-take-1;ainu-take-2
ainu-157,ainu,Apohoutari ne yakka koinkar siri ne kuni kuramu.,a=po-ho-utar-i\tne\tyak-ka\tko-inkar\tsiri\tne\tkun-i\tku=ramu,IND.A=child-POSS-PL-POSS\tCOP\tif-even\tAPPL.DAT-look\tVIS.EV\tCOP\tgoing.to-NR\t1SG.A=think,I thought that (the gods) are going to protect my sons.,,,,「息子たちのことも神様が見守ってくれているのだなと思う」,157,Naturalistic spoken,3532421303[408],ainu-think-1
ainu-156,ainu,Ene “wenkur okkaypo” sekor aiye p ne a korka.,ene\twen-kur\tokkay-po\tsekor\ta=i=ye\tp\tne\ta\tkorka,like.this\tbe.bad-man\tman-DIM\tQUOT\tIND.A=IND.O=say\tNR\tCOP\tPERF.SG\tbut,Once they called me a “young poor man”.,,"<SPAN STYLE= """" >(K7803232UP.108)</SPAN>",,「かつては「貧乏人の若者」と言われていたのに、」,156,Naturalistic spoken,3533699950,ainu-say-1
ainu-155,ainu,Orano akor son utar ona ne ye pa kor.,orano\ta=kor\tson\tutar\tona\tne\tye\tpa\tkor,then\tIND.A=have\tchild\tPL\tfather\tMUT\tsay\tPL\tand,"(He came in and sat down). Calling (him) “Father”, (my children jumped all over him).",,"<SPAN STYLE= """" >lit. 'say/name sb as'. The paticipant marked with ne &lt;MUT&gt; 'as' is an oblique.</SPAN>",,「すると、子供たちが「お父さんだ」と言いながら、（後ろから前から飛びついている。）」,155,Naturalistic spoken,3533699950,ainu-say-1
ainu-154,ainu,Apto as.,apto\tas,rain\tstand.SG,It rained.,,,,「 雨が降る。」,154,Naturalistic spoken,3531863765[19],ainu-rain-1
ainu-153,ainu,Ene ae rusuy ene iperusuyan pe ...,ene\ta=e\trusuy\tene\ti-p-e-rusuy=an\tpe,like.this\tIND.A=eat\tDESID\tlike.this\tAPASS-EP-eat-DESID=IND.S\tbut,"Even though I was so hungry and wanted to eat, ...",,,,「あれほどお腹がすいて食べたかったもの、」,153,Naturalistic spoken,3533699950,ainu-be-hungry-1
ainu-152,ainu,Poro nitne kamuy sapa kasi un iyutani okkayo hacir rok awa.,poro\tnitne\tkamuy\tsapa\tkas-i\tun\ti-y-uta-ni\tokkayo\thácir\trok\tawa,big\tfierce\tgod\thead.POSS\ttop-POSS\tALL\tAPASS-EP-grind-tree\tman\tfall\tPERF.PL\tand,The pestle men fell on the head of the big fierce god.,,,,「大魔神の頭上めがけて杵男が落ちてきたので」,152,Naturalistic spoken,3566741414[58],ainu-fall-1;ainu-grind-1
ainu-151,ainu,Amut emusi notak kasike eray kuni p ene ruwe ne na!,a=mut\temus-i\tnotak\tkas-i-ke\te-ray\tkuni\tp\te=ne\truwe\tne\tna,IND.A=wear.sword\tsword-POSS\tedge\ttop-POSS-place\tAPPL.INS-die\tshould\tNR\t2SG.A=COP\tINF.EV\tCOP\tFIN,You will die at the edge of the sword that I wear!,,,,「俺の刀で死ぬことになるぞ。」,151,Naturalistic spoken,3568211975[99],ainu-die-1
ainu-150,ainu,Tan ay ani acotca ciki kamuy ray ruwe an?,tan\tay\tani\ta=cotca\tciki\tkamuy\tray\truwe\tan,this\tarrow\tINST\tIND.A=shoot\tif\tbear\tdie\tINF.EV\texist.SG,Will a bear die if this arrow hits it?,,"<SPAN STYLE= """" >(KJ #3657)</SPAN>",,「この矢にあたったら、クマは死にますか？」,150,Naturalistic spoken,3576360784,ainu-die-1
ainu-149,ainu,"Akor huci sinotcaki kor wakkata. Sinotcaki kor suke ike, ...",a=kor\thuci\tsinotca-ki\tkor\twakka-ta\tsinotca-ki\tkor\tsuke\thike,IND.A=have\tgrandmother\tsong-do\twhile\twater-dig\tsong-do\twhile\tcook\tand,Grandmother would sing while drawing water and she would sing while preparing meals...,,,,「おばあさんは歌を歌いながら水を汲み、歌を歌いながら食事の支度をしていたが、」,149,Naturalistic spoken,3533699950,ainu-sing-1
ainu-148,ainu,Káni ka sinotca kuki kusune na.,káni\tka\tsinotca\tku=ki\tkusu-ne\tna\teani\them\tsinotca\tki\tyan,I\teven\tsong\t1SG.A=do\tgoing.to-COP\tFIN\t2SG.S/A/O\talso/and\tsong\tdo\tIMP.POL,"I will sing a song, so you should also sing.",,"<SPAN STYLE= """" >Bugaeva, Anna and Shiho Endo (2010: #0367)</SPAN>",,「わたしも歌うから君も歌いなさい。」,148,Naturalistic spoken,3576360784,ainu-sing-1
ainu-147,ainu,Hempara cup kamuy hetuku ruwe an?,hempara\tcup\tkamuy\thetuku\truwe\tan,when\tmoon\tgod\tappear.SG\tINF.EV\texist.SG,What time does the moon appear?,,,,「何時ごろ月が出るのですか？」,147,Naturalistic spoken,3576360784,ainu-appear-3;ainu-appear-4
ainu-146,ainu,Okkaypo tun pakno an ruwe ne noyne siran.,okkay-po\ttu-n\tpak-no\tan\truwe\tne\tnoyne\tsir-an,man-DIM\ttwo-thing.CL\ttill-ADV\texist.SG\tINF.EV\tCOP\tseem\tground/world-exist.SG,It seemed that there appeared two men (on the road).,,"<SPAN STYLE= """" >(AB 261)</SPAN>",,,146,Naturalistic spoken,3583841845[261],ainu-appear-1;ainu-appear-2
ainu-145,ainu,Tan kotan ta hempak pa ean ruwe an?,tan\tkotan\tta\thempak\tpa\te=an\truwe\tan,this\tvillage\tLOC\thow.many\tyear\t2SG.S=exist.SG\tINF.EV\texist.SG,How many years have you lived in this village?,,,,「この村に何年いるのですか？」,145,Naturalistic spoken,3576360784,ainu-appear-1;ainu-appear-2
ainu-144,ainu,Kuioroinkar eek ruwe un.,ku=ioroinkar\te-ek\truwe\tun,1SG.S=go.sightseeing\tAPPL.INS-come.SG\tINF.EV\tCOP,I came (here) for sightseeing.,,"<SPAN STYLE= """" >(T 79)<BR>cf. Further derivation: Noun incorporation (O) (ex. 230)</SPAN>",,「私は見物するために来たんですよ。」,144,Naturalistic spoken,3531863765[７９],ainu-leave-1;ainu-leave-2
ainu-143,ainu,Ne wenkur okkaypo eun anakne iteki arpaan yak pirka.,ne\twen-kur\tokkay-po\teun\tanak-ne\titeki\tarpa\t=an\tyak\tpirka,this\tbe.bad-man\tman-DIM\tDAT\tTOP-COP\tPROH\tgo.SG\t=IND.S\tif\tbe.good,You must never go to that young poor man’s place.,,"<SPAN STYLE= """" >The dative case postposition eun &lsquo;to/toward (sb)' is employed for marking animate obliques such as Recipient, Addressee or animate Goal, cf. locative/allative un &lsquo;to/towards (sth)&rsquo; which ia emplyed for inanimate Goal.</SPAN>",,「あの貧乏人の若者のところへは、決して行ってはいけないぞ。」,143,Naturalistic spoken,3533699950,ainu-leave-1;ainu-leave-2
ainu-142,ainu,Arkamuyasi oro aoarpa ruwe ne.,ar-kamuyasi\tor-o\ta=o-arpa\truwe\tne,complete-devil\tplace-POSS\tIND.A=APPL.LOC-go.SG\tINF.EV\tCOP,"(IfＩdie at the place of devil),Ｉwill go to hell (lit. to the place of devil).",,"<SPAN STYLE= """" >Cf. further derivations: noun incorporation (O) ex. 229</SPAN>",,「（極悪の化物が死んだところで死んだならば、魂が）極悪の化物のところへ行くことになる」,142,Naturalistic spoken,3532421303[20],ainu-leave-1;ainu-leave-2
ainu-141,ainu,Kuca orta arpaan rusuy.,kuca\tor\tta\tarpa=an\trusuy,hunting.cabin\tplace\tLOC\tgo.SG=IND.S\tDESID,I wanted to go to the hunting cabin.,,,,「狩小屋に行きたい、」,141,Naturalistic spoken,3533699950,ainu-leave-1;ainu-leave-2
ainu-140,ainu,Tu takne nisi re takne nisi ukotetterke.,tu\ttakne\tnis-i\tre\ttakne\tnis-i\tuko-tetterke,two\tshort\tcloud-POSS\tthree\tshort\tcloud-POSS\tSOC-jump,"Two short clouds, three short clouds jumped altogether.",,,,「長いのやら短いのなどさまざまな形で広がっていて（その雲間をポンヤウンペ...飛んでいく）」,140,Naturalistic spoken,3584272895[7-38],ainu-jump-1
ainu-139,ainu,"""Aunarpehe"" sekor haweoka kor asucihi kotetterke pa.",a=unarpe-he\tsekor\thaweoka\tkor\ta=sut-ihi\tko-tetterke\tpa,IND.A=aunt-POSS\tQUOT\tsay.PL\tand\tIND.A=grandmother-POSS\tAPPL.DAT-jump\tPL,"""Grandmother"" the young men said and jumping at my grandmother ( they embraced her, crying).",,"<SPAN STYLE= """" >Prefix e- has a goal function; slightly lexicalized.</SPAN>",,「おばさんと、若者たちは言っておばさんに飛びつき、（おばあさんを抱いて泣きに泣いた）。」,139,Naturalistic spoken,3533699950,ainu-jump-1
ainu-138,ainu,Rorunso or peka tennep tetterke.,ror-un-so\tor\tpeka\ttennep\ttetterke,place.of.honour-belong.to-seat\tplace\tTRV\tbaby\tjump,The baby jumped on the seat of honor.,,,,,138,Naturalistic spoken,3530542958[18],ainu-jump-1
ainu-137,ainu,Hemanta iesikari hine orowano ekimne iehoyupu humi as.,hemanta\ti=esikari\thine\tor-o-wa-no\tekimne\ti=e-hoyupu\thumi\tas,something\tIND.O=grab\tand\tplace-POSS-ABL-ADV\tto.the.mountains\tIND.O=APPL.INS-run.SG\tNONVIS.EV\tstand.SG,"It felt as if someone grabbed me and then ran to the mountains, holding me.",,"<SPAN STYLE= """" >Prefix e- has a comitative meaning; lexicalized.</SPAN>",,「私は何かにつかまえられてそれから山へ(走って)持って行かれる気配がしていた。」,137,Naturalistic spoken,3531863765[８３],ainu-run-1;ainu-run-2
ainu-136,ainu,Cikoykip uhoyuppare uterkere siri annukar.,ci-koyki-p\tu-hoyuppa-re\tu-terke-re\tsiri\tan=nukar,1PL.EXC.A-catch-NR\tREC-run.PL-CAUS\tREC-jump-CAUS\tVIS.EV\tIND.A=see,I saw wild beasts running and jumping around.,,"<SPAN STYLE= """" >When the reciprocal prefix u- and a causative suffix co-occur, they trigger the subject-oriented sociative interpretation 'together'.<BR>Here we have the circumfix u-...-re.</SPAN>",,「獣が走り回り飛び回っているようすうが見えた。」,136,Naturalistic spoken,3670119762[247],ainu-run-1;ainu-run-2
ainu-135,ainu,Ram cikuni hap kitayke aehoyupu.,ram\tcikuni\thap\tkitayke\ta=e-hoyupu,low\ttree\ttreetop\ttop\tIND.A=APPL.INS-run.SG,I ran over tree tops of low trees.,,"<SPAN STYLE= """" >Prefix e- has a locative function.</SPAN>",,「低い木はその梢をはしった。」,135,Naturalistic spoken,3568211975[106],ainu-run-1;ainu-run-2
ainu-134,ainu,Matne ekaci hoyupu kusu cinukar kusu payeas.,mat-ne\tekaci\thoyupu\tkusu\tci=nukar\tkusu\tpaye=as,woman-COP\tchild\trun.SG\tbecause\t1PL.EXC.A=see\tin.order\tgo.PL=1PL.EXC.S,"It was the girls' running contest (lit. 'since girls ran'), so we went to watch it.",,,,「女の子の運動会ですから、見に...来ました。」,134,Naturalistic spoken,3585688971[189],ainu-run-1;ainu-run-2
ainu-133,ainu,"Itukari ta ek hi kusu, mono aan.",i=tukari\tta\tek\thi\tkusu\tmono\ta=an,IND.O=front\tLOC\tcome.SG\tNR\tbecause\tquietly\tsit.SG=IND.S,"He came right in front of me, so I sat down properly (on the floor).",,"<SPAN STYLE= """" >This is an example without a specified Locative participant. There is no lexical difference between SIT (=stay in a sitting position) an SIT DOWN (=change of one's position into a sitting position).</SPAN>",,「私の目の前まで来たので、 わたしはきちんとすわった。」,133,Naturalistic spoken,3533699950,ainu-sit-1;ainu-sit-2
ainu-132,ainu,Kim erok kamuy ne yakka inaw akorpare siri ne kusu.,kim\te-rok\tkamuy\tne\tyak-ka\tinaw\ta=kor-pa-re\tsiri\tne\tkusu,mountain\tAPPL.INS-sit.PL\tgod\tCOP\tif-even\tprayer.stick\tIND.A=have-PL-CAUS\tVIS.EV\tCOP\tbecause,"Since I gave inaw-prayer sticks to gods who live in (lit. sit in) the mountains, (please protect me).",,"<SPAN STYLE= ""font-style:italic;"" >e-rok</SPAN><SPAN STYLE= """" > &lsquo;live at some place (for a god only)&rsquo; (vt) (Tamura 1996: 107); lexicalized.</SPAN>",,「山にいらっしゃいます神様にもイナウをさしあげたのですから、私をお守りください」,132,Naturalistic spoken,3532421303[１０７],ainu-sit-1;ainu-sit-2
ainu-131,ainu,Ne kotan kor nispa oro ta ahunan apa sam ta aan.,ne\tkotan\tkor\tnispa\tor-o\tta\tahun=an\tapa\tsam\tta\ta=an,this\tvillage\thave\trich.man\tplace-POSS\tLOC\tenter.SG=IND.S\tdoor\tnear\tLOC\tsit.SG=IND.S,"I entered the village chief’s house, shaking all over. I sat down near the front door.",,,,「村長の家に入り、（震えながら）玄関のそばに座った。」,131,Naturalistic spoken,3533699950,ainu-sit-1;ainu-sit-2
ainu-130,ainu,Nupuri hontom ohemesu wa.,nupuri\thontom\to-hemesu\twa,mountain\tmiddle\tAPPL.LOC-climb.SG\tand,(The fox) climbed halfway up the mountain and...,,,,「山の中腹へ登っていき、」,130,Naturalistic spoken,3568211975[９７],ainu-climb-1;ainu-climb-2
ainu-129,ainu,Tan nupuri atcas ne ekohemesu wa.,tan\tnupuri\tatcas\tne\te=ko-hemesu\twa,this\tmountain\tone.try\tas\t2SG.A=APPL.DAT-climb.SG\tand,You climbed this mountain at one try.,,,,「この山をひとのぼりにのぼって」,129,Naturalistic spoken,3532421303[349],ainu-climb-1;ainu-climb-2
ainu-128,ainu,Tan nupuri or ta hemespaan ciki hokampa isam ya?,tan\tnupuri\tor\tta\themespa=an\tciki\thokampa\tisam\tya,this\tmountain\tplace\tLOC\tclimb.PL=IND.S\tif\tdifficulty\tnot.exist\tQ,Is it not difficult to climb this mountain?,,,,「 この山に登るのは難しくないですか？」,128,Naturalistic spoken,3576360784,ainu-climb-1;ainu-climb-2
ainu-127,ainu,Kunuhu ka omke a omke a p.,k=unu-hu\tka\tomke\ta\tomke\ta\tp,1SG.A=mother-POSS\teven\tcough\tREP\tcough\tREP\tbut,My mother coughed and coughed.,,,,「私の母親も咳のひどい人であった」,127,Naturalistic spoken,3532421303[130],ainu-cough-1
ainu-126,ainu,Useykaran hine aneyaykopuntek yayhurayean.,usey-kar=an\thine\tan=e-yaykopuntek\tyay-huraye=an,hot.water-make=IND.A\tand\tIND.A=APPL.INS-be.happy\tREFL-wash=IND.S,I boiled water and happily washed myself.,,,,「私は水を沸かして喜んで自分の体を洗い」,126,Naturalistic spoken,3702453905[81],ainu-wash-1;ainu-wash-2
ainu-125,ainu,Orano nani usey kar nea iwatarap huraye a huraye a.,orano\tnani\tusey\tkar\tnea\tiwatarap\thuraye\ta\thuraye\ta,then\timmediately\thot.water\tmake\tthat\tbaby\twash\tREP\twash\tREP,"Right away, my wife boiled some water, and washed the baby’s body carefully.",,,,「それから妻はすぐにお湯をわかして、その赤ん坊の体をよく洗って、」,125,Naturalistic spoken,3533699950,ainu-wash-1;ainu-wash-2
ainu-124,ainu,Sorekusu yayipere yayimire easkay pakno okaan nispa ne rokan kus.,sorekusu\tyay-ipe-re\tyay-i-mi-re\te-askay\tpakno\toka=an\tnispa\tne\trok=an\tkus,especially\tREFL-eat-CAUS\tREFL-APASS-wear-CAUS\tAPPL.INS-be.able\ttill.ADV\texist.PL=IND.S\trich.man\tas\tsit.PL=IND.S\tbecause,We can provide our food and we can provide the things we wear.,,,,「「それこそ、我々は自分で食べるものも、自分で着るものもまかなえるので、」,124,Naturalistic spoken,3533699950,ainu-dress-1
