ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,verb_type,original_script,simplex_or_complex,Basic_Coding_Frame_ID
yoruba-cook-2,,yoruba,cook,dáná,dáná,,"<SPAN STYLE= """" >'Cook' can be </SPAN><SPAN STYLE= ""font-style:italic;"" >s&egrave;</SPAN><SPAN STYLE= """" > or </SPAN><SPAN STYLE= ""font-style:italic;"" >d&aacute;n&aacute;</SPAN><SPAN STYLE= """" >. Only </SPAN><SPAN STYLE= ""font-style:italic;"" >s&egrave;</SPAN><SPAN STYLE= """" > is used transitively, while </SPAN><SPAN STYLE= ""font-style:italic;"" >d&aacute;n&aacute;</SPAN><SPAN STYLE= """" > is intransitive. The </SPAN><SPAN STYLE= ""font-style:italic;"" >d&aacute;n&aacute;</SPAN><SPAN STYLE= """" > form consists of the verb root </SPAN><SPAN STYLE= ""font-style:italic;"" >d&aacute;</SPAN><SPAN STYLE= """" > 'to create', and an inherent object </SPAN><SPAN STYLE= ""font-style:italic;"" >in&aacute;</SPAN><SPAN STYLE= """" > 'fire'. Only </SPAN><SPAN STYLE= ""font-style:italic;"" >s&egrave;</SPAN><SPAN STYLE= """" > can occur in the Inchoative-causative alternation. With both verbs, if a recipient is included, it must be introduced by the preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >f&uacute;n</SPAN><SPAN STYLE= """" >.</SPAN>",,,,,,,,Complex,6536020579
yoruba-hear-1,,yoruba,hear,gbó̩,gbó̩,,"<SPAN STYLE= """" >This is a transitive verb.</SPAN>",,,,,,,,Simplex,6813848905
yoruba-want-1,,yoruba,want,fé̩,fé̩,,"<SPAN STYLE= """" >Sometimes, the verb is used transitively; sometimes it combines with another verb in a serial construction, and other times, it takes an infinitive clause as its object.</SPAN>",,,,,,,,Simplex,6813848905
yoruba-sink-1,,yoruba,sink,rì (2),rì,,"<SPAN STYLE= """" >This is an intransitive verb.</SPAN>",,,,,,,,Simplex,6536020579
yoruba-boil-1,,yoruba,boil,hó,hó,,"<SPAN STYLE= """" >This is an intransitive verb.</SPAN>",,,,,,,,Simplex,6536020579
yoruba-smell-1,,yoruba,smell,rùn,rùn,,"<SPAN STYLE= """" >An ambitransitive verb; can be used transitively and intransitively. But mostly used intransitively. When used transitively (and with an agentive sense), it is often the case that the matrix verb is modified by </SPAN><SPAN STYLE= ""font-style:italic;"" >w&ograve;</SPAN><SPAN STYLE= """" > 'look' in the same clause (NP V NP V). The construction thus has the literal sense 'smell X look'.  Also, the verb can combine with the allative </SPAN><SPAN STYLE= ""font-style:italic;"" >s&iacute; </SPAN><SPAN STYLE= """" >(see examples).</SPAN>",,,,,,,,Simplex,6813848905
yoruba-dress-1,,yoruba,dress,múra,múra,,"<SPAN STYLE= """" >The verb can be used transitively and intransitively. When used as transitive, the object must be introduced by the donative preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >f&uacute;n</SPAN><SPAN STYLE= """" >. On the other hand, the verb can be used intransitively in two ways: first, where the original subject is the only argument, and second, where a patientive argument becomes the subject.</SPAN>",,,,,,,,Complex,6536020580
yoruba-shout-at-1,,yoruba,shout-at,kígbe,kígbe,,"<SPAN STYLE= """" >This verb like its synonym</SPAN><SPAN STYLE= ""font-style:italic;"" > j&aacute;gbe</SPAN><SPAN STYLE= """" > (see relevant record), is a complex transitive verb, which morphologically consists of a transitive verb root and an inherent object. However, unlike its synonym which can only introduce its argument with the preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >m&oacute;&#809;</SPAN><SPAN STYLE= """" >, </SPAN><SPAN STYLE= ""font-style:italic;"" >k&iacute;gbe</SPAN><SPAN STYLE= """" > can introduce its argument with either </SPAN><SPAN STYLE= ""font-style:italic;"" >m&oacute;&#809; </SPAN><SPAN STYLE= """" >or </SPAN><SPAN STYLE= ""font-style:italic;"" >s&iacute;</SPAN><SPAN STYLE= """" >. The difference in the constructions involving </SPAN><SPAN STYLE= ""font-style:italic;"" >m&oacute;&#809;</SPAN><SPAN STYLE= """" > and </SPAN><SPAN STYLE= ""font-style:italic;"" >s&iacute;</SPAN><SPAN STYLE= """" > is that, </SPAN><SPAN STYLE= ""font-style:italic;"" >m&oacute;&#809;</SPAN><SPAN STYLE= """" > is confrontational, while </SPAN><SPAN STYLE= ""font-style:italic;"" >s&iacute;</SPAN><SPAN STYLE= """" > is only used to get someone's attention.</SPAN>",,,,,,,,Complex,6536020582
yoruba-shout-at-2,,yoruba,shout-at,jágbe,jágbe,,"<SPAN STYLE= """" >This verb, like its synonym </SPAN><SPAN STYLE= ""font-style:italic;"" >k&iacute;gbe</SPAN><SPAN STYLE= """" > (see relevant record), is a complex verb, which morphologically consists of a transitive verb root and an inherent object. However, </SPAN><SPAN STYLE= ""font-style:italic;"" >j&aacute;gbe</SPAN><SPAN STYLE= """" > unlike </SPAN><SPAN STYLE= ""font-style:italic;"" >k&iacute;gbe</SPAN><SPAN STYLE= """" > can only introduce its argument with the confrontational preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >m&oacute;&#809;</SPAN><SPAN STYLE= """" >. </SPAN><SPAN STYLE= ""font-style:italic;"" >K&iacute;gbe</SPAN><SPAN STYLE= """" > on the other hand can introduce its argument with either </SPAN><SPAN STYLE= ""font-style:italic;"" >m&oacute;&#809;</SPAN><SPAN STYLE= """" > or </SPAN><SPAN STYLE= ""font-style:italic;"" >s&iacute;</SPAN><SPAN STYLE= """" >.</SPAN>",,,,,,,,Complex,6536020582
yoruba-build-1,,yoruba,build,kó̩,kó̩,,"<SPAN STYLE= """" >This is a transitive verb. However, when an instrument is mentioned in the construction, it is usually introduced by </SPAN><SPAN STYLE= ""font-style:italic;"" >fi </SPAN><SPAN STYLE= """" >in the basic construction, while in the alternate construction, the instrument is introduced by </SPAN><SPAN STYLE= ""font-style:italic;"" >n&iacute;</SPAN><SPAN STYLE= """" >.</SPAN>",,,,,,,,Simplex,6536020576
yoruba-sit-1,,yoruba,sit,jókòó,jókòó,,"<SPAN STYLE= """" >The locative argument of this verb is introduced by either the preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >s&iacute;</SPAN><SPAN STYLE= """" > (implying that the subject is sitting anywhere but 'on' the location), or by the preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >l&eacute; </SPAN><SPAN STYLE= """" >(implying that the subject is sitting only 'on' the location). The verb can also be used intransitively without mentioning the locative argument.</SPAN>",,,,,,,,Complex,6536020587
yoruba-leave-1,,yoruba,leave,fi...sílè̩,fi...sílè̩,,"<SPAN STYLE= """" >This is a complex verb with three parts, </SPAN><SPAN STYLE= ""font-style:italic;"" >fi</SPAN><SPAN STYLE= """" >+</SPAN><SPAN STYLE= ""font-style:italic;"" >s&iacute;</SPAN><SPAN STYLE= """" >+</SPAN><SPAN STYLE= ""font-style:italic;"" >il&egrave;&#809;</SPAN><SPAN STYLE= """" >. The NP locative argument is inserted between </SPAN><SPAN STYLE= ""font-style:italic;"" >fi </SPAN><SPAN STYLE= """" >and </SPAN><SPAN STYLE= ""font-style:italic;"" >s&iacute;l&egrave;&#809;</SPAN><SPAN STYLE= """" >.</SPAN>",,,,,,,,Complex,6813848905
yoruba-play-1,,yoruba,play,s̩eré,s̩eré,,"<SPAN STYLE= """" >A transitive verb; the internal structure of the verb consists of the verb root </SPAN><SPAN STYLE= ""font-style:italic;"" >s&#809;e</SPAN><SPAN STYLE= """" > 'to do', and the NP </SPAN><SPAN STYLE= ""font-style:italic;"" >er&eacute;</SPAN><SPAN STYLE= """" > 'play'.</SPAN>",,,,,,,,Complex,6536020579
yoruba-wink-1,,yoruba,wink,s̩é̩jú,s̩é̩jú,,"<SPAN STYLE= """" >Usually used as a ditransitive verb; the patient is introduced by the preposition </SPAN><SPAN STYLE= ""font-style:italic;"" >s&iacute;</SPAN><SPAN STYLE= """" >. The internal structure of the verb itself consists of the verb root </SPAN><SPAN STYLE= ""font-style:italic;"" >s&#809;&eacute;&#809;</SPAN><SPAN STYLE= """" > 'break' and the reduced form of the theme, i.e., </SPAN><SPAN STYLE= ""font-style:italic;"" >oj&uacute;</SPAN><SPAN STYLE= """" > 'eye'. It may also be used only as a two-argument verb, but this is marginal.</SPAN>",,,,,,,,Complex,6536020577
ojibwe-cover-1,,ojibwe,cover,gbahang,gbahang,,"<SPAN STYLE= """" >vti</SPAN>",,,,,,vti,,,9000132757
ojibwe-cover-2,,ojibwe,cover,gbawaad,gbawaad,,"<SPAN STYLE= """" >vta</SPAN>",,,,,,vta,,,9000132757
ojibwe-fill-1,,ojibwe,fill,mooshknadood,mooshknadood,,"<SPAN STYLE= """" >vti, fill</SPAN>",,,,,,vti,,,9000132757
ojibwe-fill-2,,ojibwe,fill,mooshknanaad,mooshknanaad,,"<SPAN STYLE= """" >vta</SPAN>",,,,,,vta,,,9000132757
ojibwe-fill-3,,ojibwe,fill,mooshknebdood,mooshknebdood,,"<SPAN STYLE= """" >vti, fill with liquid</SPAN>",,,,,,vti,,,9000132757
ojibwe-fill-4,,ojibwe,fill,mooshknebnaad,mooshknebnaad,,"<SPAN STYLE= """" >vta, fill with liquid</SPAN>",,,,,,vta,,,9000132757
ojibwe-load-1,,ojibwe,load,boozdood,boozdood,,"<SPAN STYLE= """" >vti, load [onto a vehicle]; also means 'mail x'</SPAN>",,,,,,vti,,,9000132757
ojibwe-load-2,,ojibwe,load,booz'haad,booz'haad,,"<SPAN STYLE= """" >vta, load [onto a vehicle]; also means 'mail x' and 'give x a ride.' See note for example sentence 111 regarding use of this verb as a simple loading term for animate (non-human) objects, namely that it is usually not used so.</SPAN>",,,,,,vta,,,9121656408
ojibwe-tie-1,,ojibwe,tie,dkobidood,dkobidood,,"<SPAN STYLE= """" >vti; it is the final element /bid-oo/ that conveys the meaning of tie</SPAN>",,,,,,vti,,,9000132757
ojibwe-tie-2,,ojibwe,tie,dkobinaad,dkobinaad,,"<SPAN STYLE= """" >vta; it is the final element /biN/ that encodes the concept of tying</SPAN>",,,,,,vta,,,9121252604
ojibwe-pour-1,,ojibwe,pour,ziignaad,ziignaad,,"<SPAN STYLE= """" >the locational argument is optional</SPAN>",,,,,,vta,,,9121656408
ojibwe-pour-2,,ojibwe,pour,ziignang,ziignang,,"<SPAN STYLE= """" >the locational argument is optional</SPAN>",,,,,,vti,,,9121656408
ojibwe-put-1,,ojibwe,put,saad,saad,,,,,,,,vta,,,9121656408
ojibwe-put-2,,ojibwe,put,tood,tood,,"<SPAN STYLE= """" >vti</SPAN>",,,,,,vti,,,9121656408
ojibwe-throw-1,,ojibwe,throw,pagnaad,pagnaad,,"<SPAN STYLE= """" >vta</SPAN>",,,,,,vta,,,9000132757
ojibwe-throw-2,,ojibwe,throw,pagdang,pagdang,,"<SPAN STYLE= """" >means throw and/or throw away</SPAN>",,,,,,vti,,,9000132757
ojibwe-bring-1,,ojibwe,bring,biidood,biidood,,,,,,,,vti,,,9000132757
ojibwe-bring-2,,ojibwe,bring,biinaad,biinaad,,,,,,,,vta,,,9000132757
ojibwe-carry-1,,ojibwe,carry,bmiwnaad,bmiwnaad,,"<SPAN STYLE= """" >vta</SPAN>",,,,,,vta,,,9000132757
ojibwe-carry-2,,ojibwe,carry,bmiwdood,bmiwdood,,"<SPAN STYLE= """" >vti</SPAN>",,,,,,vti,,,9000132757
ojibwe-send-1,,ojibwe,send,niindaahaad,niindaahaad,,"<SPAN STYLE= """" >send something to s.o., send something with s.o.</SPAN>",,,,,,vta,,,9121252604
ojibwe-give-1,,ojibwe,give,miinaad,miinaad,,"<SPAN STYLE= """" >It is not possible to leave the thing given implicit.</SPAN>",,,,,,vta,,,9121252604
ojibwe-show-1,,ojibwe,show,waabndahaad,waabndahaad,,"<SPAN STYLE= """" >lit., 'cause to see (in.)'</SPAN>",,,,,,vta,,,9000132757
ojibwe-show-2,,ojibwe,show,zhinoohmawaad,zhinoohmawaad,,,,,,,,vta,,,9000132757
ojibwe-steal-1,,ojibwe,steal,gmoodmaad,gmoodmaad,,"<SPAN STYLE= """" >The stolen thing is optional</SPAN>",,,,,,vta,,,9121252604
ojibwe-hide-1,,ojibwe,hide,gkinaad,gkinaad,,"<SPAN STYLE= """" >vta</SPAN>",,,,,,vta,,,9000132757
ojibwe-hide-2,,ojibwe,hide,gkidood,gkidood,,"<SPAN STYLE= """" >vti</SPAN>",,,,,,vti,,,9000132757
ojibwe-tear-1,,ojibwe,tear,gaakbidood,gaakbidood,,"<SPAN STYLE= """" >vti</SPAN>",,,,,,vti,,,9000132757
ojibwe-tear-2,,ojibwe,tear,gaakbinaad,gaakbinaad,,"<SPAN STYLE= """" >vta</SPAN>",,,,,,vta,,,9000132757
ojibwe-cut-1,,ojibwe,cut,giishkkonaad,giishkkonaad,,"<SPAN STYLE= """" >the basic cutting concept is in the final /koN/.</SPAN>",,,,,,vta,,,9000132757
ojibwe-cut-2,,ojibwe,cut,giishkkodang,giishkkodang,,"<SPAN STYLE= """" >the instrument is optional</SPAN>",,,,,,vti,,,9121252604
ojibwe-touch-1,,ojibwe,touch,daangnaad,daangnaad,,"<SPAN STYLE= """" >vta; this verb allows an array of incorporated body part terms specifying WHAT is being touched</SPAN>",,,,,,vta,,,9000132757
ojibwe-touch-2,,ojibwe,touch,daangnang,daangnang,,,,,,,,vti,,,9000132757
ojibwe-hit-1,,ojibwe,hit,bkitewaad,bkitewaad,,"<SPAN STYLE= """" >vta; note that site on body where one is hit can show up as incorporated medial</SPAN>",,,,,,vta,,,9000132757
ojibwe-hit-2,,ojibwe,hit,bkitehang,bkitehang,,"<SPAN STYLE= """" >vti</SPAN>",,,,,,vti,,,9000132757
ojibwe-beat-1,,ojibwe,beat,bkitewaad,bkitewaad,,"<SPAN STYLE= """" >vta; note that site on body where one is hit can show up as incorporated medial</SPAN>",,,,,,vta,,,9000132757
ojibwe-beat-2,,ojibwe,beat,bkitehang,bkitehang,,"<SPAN STYLE= """" >vti</SPAN>",,,,,,vti,,,9000132757
ojibwe-kill-1,,ojibwe,kill,nsaad,nsaad,,"<SPAN STYLE= """" >vta</SPAN>",,,,,,vta,,,9000132757
ojibwe-kill-2,,ojibwe,kill,ntood,ntood,,"<SPAN STYLE= """" >vti</SPAN>",,,,,,vti,,,9000132757
ojibwe-break-1,,ojibwe,break,bookbidood,bookbidood,,"<SPAN STYLE= """" >vti; verbs of breaking very, very rich</SPAN>",,,,,,vti,,,9000132757
ojibwe-break-2,,ojibwe,break,bookbinaad,bookbinaad,,"<SPAN STYLE= """" >vta</SPAN>",,,,,,vta,,,9000132757
ojibwe-name-1,,ojibwe,name,zhinkaanaad,zhinkaanaad,,"<SPAN STYLE= """" >name s.o. (such), the name itself is optional</SPAN>",,,,,,vta,,,9121252604
ojibwe-name-2,,ojibwe,name,zhinkaadang,zhinkaadang,,"<SPAN STYLE= """" >vti, name s.t. (such), it is uncommon to name inanimate things</SPAN>",,,,,,vti,,,9121252604
ojibwe-name-3,,ojibwe,name,waawiinaad,waawiinaad,,"<SPAN STYLE= """" >vta</SPAN>",,,,,,vta,,,9000132757
ojibwe-name-4,,ojibwe,name,waawiindang,waawiindang,,"<SPAN STYLE= """" >vti</SPAN>",,,,,,vti,,,9000132757
ojibwe-say-1,,ojibwe,say,kidod,kidod,,,,,,,,vai,,,9182151972
ojibwe-say-2,,ojibwe,say,naad,naad,,,,,,,,vta,,,9050751309
ojibwe-tell-1,,ojibwe,tell,wiindmawaad,wiindmawaad,,,,,,,,vta,,,9050751309
ojibwe-ask-for-1,,ojibwe,ask-for,ndodmawaad,ndodmawaad,,"<SPAN STYLE= """" >this verb has applicative structure, but is not applicative</SPAN>",,,,,,vta,,,9000132757
ojibwe-ask-for-2,,ojibwe,ask-for,ndodang,ndodang,,"<SPAN STYLE= """" >vti</SPAN>",,,,,,vti,andod-am,,9000132757
ojibwe-ask-for-3,,ojibwe,ask-for,ndodmaaged,ndodmaaged,,"<SPAN STYLE= """" >vai+o</SPAN>",,,,,,vai+o,,,9180643245
ojibwe-talk-1,,ojibwe,talk,gnoonaad,gnoonaad,,,,,,,,vta,,,9000132757
ojibwe-talk-2,,ojibwe,talk,gnoodang,gnoodang,,"<SPAN STYLE= """" >talk to s.t. (inanimate)</SPAN>",,,,,,vti,,,9000132757
ojibwe-know-1,,ojibwe,know,gkenmaad,gkenmaad,,,,,,,,vta,,,9000132757
ojibwe-know-2,,ojibwe,know,gkendang,gkendang,,"<SPAN STYLE= """" >vti</SPAN>",,,,,,vti,,,9000132757
ojibwe-see-1,,ojibwe,see,waabmaad,waabmaad,,,,,,,,vta,,,9000132757
ojibwe-see-2,,ojibwe,see,waabndang,waabndang,,"<SPAN STYLE= """" >vti</SPAN>",,,,,,vti,,,9000132757
ojibwe-look-at-1,,ojibwe,look-at,gnawaabmaad,gnawaabmaad,,,,,,,,vta,,,9000132757
ojibwe-look-at-2,,ojibwe,look-at,gnawaabndang,gnawaabndang,,"<SPAN STYLE= """" >also means &quot;watch&quot;</SPAN>",,,,,,vti,,,9000132757
ojibwe-frighten-1,,ojibwe,frighten,zeghaad,zeghaad,,"<SPAN STYLE= """" >an apparent causative from VAI /</SPAN><SPAN STYLE= ""font-style:italic;"" >zegizi</SPAN><SPAN STYLE= """" >/ 'be afraid,' + /-ih/ </SPAN><SPAN STYLE= ""font-style:italic;"" >VTA</SPAN><SPAN STYLE= """" > causative, lit., 'cause to be afraid'; different finals can specify different instrumentalities, e.g., zegim 'frighten by one's words, frighten with mouth; this is an endless problem with the Procrustean bed of this database</SPAN>",,,,,,vta,,,9000132757
ojibwe-fear-1,,ojibwe,fear,gsaad,gsaad,,,,,,,,vta,,,9001123828
ojibwe-fear-2,,ojibwe,fear,gtang,gtang,,"<SPAN STYLE= """" >vti</SPAN>",,,,,,vti,,,9000132757
ojibwe-like-1,,ojibwe,like,mdaagwendang,mdaagwendang,,,,,,,,vti,,,9000132757
ojibwe-like-2,,ojibwe,like,bshigendang,bshigendang,,,,,,,,vti,,,9000132757
ojibwe-like-3,,ojibwe,like,bgishgenmaad,bgishgenmaad,,"<SPAN STYLE= """" >vta</SPAN>",,,,,,vta,,,9000132757
ojibwe-meet-1,,ojibwe,meet,nkweshkwaad,nkweshkwaad,,,,,,,,vta,,,9000132757
ojibwe-meet-2,,ojibwe,meet,nkweshkang,nkweshkang,,"<SPAN STYLE= """" >vti</SPAN>",,,,,,vti,,,9000132757
ojibwe-follow-1,,ojibwe,follow,noopnanaad,noopnanaad,,,,,,,,vta,,,9000132757
ojibwe-help-1,,ojibwe,help,naadmawaad,naadmawaad,,,,,,,,vta,,,9000132757
ojibwe-eat-1,,ojibwe,eat,miijid,miijid,,"<SPAN STYLE= """" >vti, object eaten is grammatically inanimate</SPAN>",,,,,,vti,,,9000132757
ojibwe-eat-2,,ojibwe,eat,mwaad,mwaad,,"<SPAN STYLE= """" >vta, object eaten is grammatically animate</SPAN>",,,,,,vta,,,9000132757
ojibwe-wash-1,,ojibwe,wash,gziibiignaad,gziibiignaad,,"<SPAN STYLE= """" >this verb allows incorporated body part terms to specify WHAT is being washed</SPAN>",,,,,,vta,,,9000132757
ojibwe-wash-2,,ojibwe,wash,gziibiignang,gziibiignang,,,,,,,,vti,,,9000132757
ojibwe-cough-1,,ojibwe,cough,zosdang,zosdang,,,,,,,,vai,,,9008433573
ojibwe-climb-1,,ojibwe,climb,bmaandwaanaad,bmaandwaanaad,,,,,,,,vta,,,9001123828
ojibwe-climb-2,,ojibwe,climb,bmaandwaadang,bmaandwaadang,,,,,,,,vti,,,9000132757
ojibwe-sit-down-1,,ojibwe,sit-down,nmadbid,nmadbid,,"<SPAN STYLE= """" >locational arguments are optional with this verb; this verb means both be sitting and sit down</SPAN>",,,,,,vai,,,9008433573
ojibwe-sit-down-2,,ojibwe,sit-down,wenbi,wenbi,,,,,,,,vai,,,9008433573
ojibwe-run-1,,ojibwe,run,bmibtood,bmibtood,,,,,,,,vai,,,9008433573
ojibwe-jump-1,,ojibwe,jump,mbigwaashknid,mbigwaashknid,,,,,,,,vai,,,9008433573
ojibwe-jump-2,,ojibwe,jump,gwaashknid,gwaashknid,,,,,,,,vai,,,9008433573
ojibwe-sing-1,,ojibwe,sing,n'gamod,n'gamod,,,,,,,,vai,,,9008433573
ojibwe-live-1,,ojibwe,live,daad,daad,,"<SPAN STYLE= """" >means live in a place</SPAN>",,,,,,vai,,,9182060786
ojibwe-live-2,,ojibwe,live,dnakiid,dnakiid,,"<SPAN STYLE= """" >vai, live in a particular place</SPAN>",,,,,,vai,,,9182060786
ojibwe-die-1,,ojibwe,die,nbod,nbod,,"<SPAN STYLE= """" >also means 'be dead'</SPAN>",,,,,,vai,,,9008433573
ojibwe-feel-cold-1,,ojibwe,feel-cold,biingejid,biingejid,,,,,,,,vai,,,9008433573
ojibwe-be-hungry-1,,ojibwe,be-hungry,bkaded,bkaded,,,,,,,,vai,,,9008433573
ojibwe-rain-1,,ojibwe,rain,gmiwang,gmiwang,,"<SPAN STYLE= """" >One cannot use any overt subject with this verb.</SPAN>",,,,,,vii,,,9008490309
ojibwe-think-1,,ojibwe,think,tanenmaad,tanenmaad,,"<SPAN STYLE= """" >not used in this sense by MAC</SPAN>",,,,,,vta,,,9000132757
ojibwe-think-2,,ojibwe,think,mdaagwenmaad,mdaagwenmaad,,"<SPAN STYLE= """" >also means 'to desire s.o.'</SPAN>",,,,,,vta,,,9000132757
ojibwe-think-3,,ojibwe,think,nendang,nendang,,"<SPAN STYLE= """" >also means 'forget'</SPAN>",,,,,,vti,,,9000132757
ojibwe-think-4,,ojibwe,think,nenmaad,nenmaad,,"<SPAN STYLE= """" >also means 'forget'</SPAN>",,,,,,vta,,,9000132757
ojibwe-search-for-1,,ojibwe,search-for,ndanewaad,ndanewaad,,,,,,,,vta,,,9000132757
ojibwe-search-for-2,,ojibwe,search-for,ndanehang,ndanehang,,"<SPAN STYLE= """" >vti</SPAN>",,,,,,vti,,,9000132757
ojibwe-hug-1,,ojibwe,hug,aabtoojiinaad,aabtoojiinaad,,"<SPAN STYLE= """" >hug AN around the middle/belly; cf aagkwenaad vta 'hug s.o. around the neck'</SPAN>",,,,,,vta,,,9000132757
ojibwe-feel-pain-1,,ojibwe,feel-pain,giigiijniked,giigiijniked,,"<SPAN STYLE= """" >-nik-e means 'arm'. to express a different body part substitute the appropriate body part in that slot</SPAN>",,,,,,vai,,,9242911984
ojibwe-feel-pain-2,,ojibwe,feel-pain,aakzid,aakzid,,"<SPAN STYLE= """" >This verb is derivationally intransitive, but can take an object specifying the location of illness in/on one's body.</SPAN>",,,,,,vai+o,,Complex,9180643245
ojibwe-be-sad-1,,ojibwe,be-sad,maanaadendang,maanaadendang,,"<SPAN STYLE= """" >vti</SPAN>",,,,,,vti,,,9008433573
ojibwe-be-dry-1,,ojibwe,be-dry,baasad,baasad,,,,,,,,vai,,,9008433573
ojibwe-be-dry-2,,ojibwe,be-dry,baateg,baateg,,,,,,,,vii,,,9008433573
ojibwe-laugh-1,,ojibwe,laugh,baapid,baapid,,,,,,,,vai,,,9008433573
ojibwe-burn-1,,ojibwe,burn,zkideg,zkideg,,,,,,,,vii,,,9008433573
ojibwe-burn-2,,ojibwe,burn,zkizad,zkizad,,"<SPAN STYLE= """" >vai</SPAN>",,,,,,vai,,,9008433573
ojibwe-burn-3,,ojibwe,burn,jaagzo,jaagzo,,,,,,,,vai,,,9008433573
ojibwe-blink-1,,ojibwe,blink,pasknaabid,pasknaabid,,,,,,,,vai,,,9008433573
ojibwe-be-a-hunter-1,,ojibwe,be-a-hunter,giiwse-nini aawid,giiwse-nini aawid,,"<SPAN STYLE= """" >aawi is a copula that means 'be an X,' where x is a noun. E.g., Nishnaabe ndaaw. 'I am an Ojibwe.' or Ndanshinaabew, 'I am an Ojibwe'</SPAN>",,,,,,vai,,,9008490309
ojibwe-be-a-hunter-2,,ojibwe,be-a-hunter,no direct counterpart,no direct counterpart,,"<SPAN STYLE= """" >aawang means be X (of inanimates)</SPAN>",,,,,,N+vii,,,9008433573
ojibwe-be-a-hunter-3,,ojibwe,be-a-hunter,giiwseniniiwi,giiwseniniiwi,,,,,,,,vai,,,9008433573
ojibwe-take-1,,ojibwe,take,daapnaad,daapnaad,,"<SPAN STYLE= """" >vta, also means 'pick up'</SPAN>",,,,,,vta,,,9000132757
ojibwe-take-2,,ojibwe,take,daapnang,daapnang,,"<SPAN STYLE= """" >vti; also means 'pick up'</SPAN>",,,,,,vti,,,9000132757
ojibwe-dig-1,,ojibwe,dig,moon'ang,moon'ang,,,,,,,,vti,,,9000132757
ojibwe-dig-2,,ojibwe,dig,moon'hwaad,moon'hwaad,,,,,,,,vta,,,9000132757
ojibwe-peel-1,,ojibwe,peel,bnagjiiknaad,bnagjiiknaad,,"<SPAN STYLE= """" >peel something animate 3D with a knife</SPAN>",,,,,,vta,,,9000132757
ojibwe-peel-2,,ojibwe,peel,bnagjiikdang,bnagjiikdang,,"<SPAN STYLE= """" >vti, peel something inanimate 3D</SPAN>",,,,,,vti,,,9000132757
ojibwe-peel-3,,ojibwe,peel,bnagjiibinaad,bnagjiibinaad,,"<SPAN STYLE= """" >vta, peel by hand</SPAN>",,,,,,vta,,,9000132757
ojibwe-peel-4,,ojibwe,peel,bnagjiibdood,bnagjiibdood,,"<SPAN STYLE= """" >vti, peel by hand</SPAN>",,,,,,vti,,,9000132757
ojibwe-grind-1,,ojibwe,grind,biisboodood,biisboodood,,,,,,,,vti,,,9000132757
ojibwe-grind-2,,ojibwe,grind,biisboonaad,biisboonaad,,,,,,,,vta,,,9000132757
ojibwe-shave-a-body-part_person-1,,ojibwe,shave-a-body-part_person,gaashkibaanaad,gaashkibaanaad,,"<SPAN STYLE= """" >this is the transitive form, 'shave s.o. (as opposed to oneself); you don't seem to want this, but it seems relevant</SPAN>",,,,,,vta,,,9000132757
ojibwe-push-1,,ojibwe,push,gaandnaad,gaandnaad,,,,,,,,vta,,,9000132757
ojibwe-push-2,,ojibwe,push,gaandnang,gaandnang,,,,,,,,vti,,,9000132757
ojibwe-go-1,,ojibwe,go,zhaad,zhaad,,,,,,,,vai,,,9182060786
ojibwe-roll-1,,ojibwe,roll,gtigseg,gtigseg,,"<SPAN STYLE= """" >vii; can also mean 'tip over,' e.g. of a canoe.</SPAN>",,,,,,vii,,,9008433573
ojibwe-roll-2,,ojibwe,roll,gtigsed,gtigsed,,"<SPAN STYLE= ""font-style:italic;"" >vai</SPAN><SPAN STYLE= """" >; 'roll over [accidentally]', 'tip over [accidentally]', 'tip over [while riding in a vehicle]'</SPAN>",,,,,,vai,,,9008433573
ojibwe-teach-1,,ojibwe,teach,gkinoo'mawaad,gkinoo'mawaad,,"<SPAN STYLE= """" >this verb seems to have a structure: &quot;cause to know X in relation to him&quot;</SPAN>",,,,,,vta,,,9000132757
ojibwe-scream-1,,ojibwe,scream,mbiigzid,mbiigzid,,"<SPAN STYLE= """" >Not commonly used; this idea is not as focused as in English, and is often expressed with verbs meaning simply to 'make noise.'</SPAN>",,,,,,vai,,,9008433573
ojibwe-scream-2,,ojibwe,scream,noondaagzi,noondaagzi,,,,,,,,vai,,,9008433573
ojibwe-cook-1,,ojibwe,cook,mnzang,mnzang,,,,,,,,vti,,,9000132757
ojibwe-cook-2,,ojibwe,cook,mnozwaad,mnozwaad,,"<SPAN STYLE= """" >this word has a causative-instrumental final meaning 'use heat on...'</SPAN>",,,,,,vta,,,9000132757
ojibwe-hear-1,,ojibwe,hear,noondang,noondang,,,,,,,,vti,,,9000132757
ojibwe-hear-2,,ojibwe,hear,noondwaad,noondwaad,,,,,,,,vta,,,9000132757
ojibwe-want-1,,ojibwe,want,ndawenmaad,ndawenmaad,,"<SPAN STYLE= """" >also can mean 'hunt an.' this verb requires an animate object</SPAN>",,,,,,vta,,,9000132757
